question,target,response,ans_tok,token_probs,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,extracted_prob,prom46_score,extracted_prom46_score
how old was monica lewinsky during the affair,"'Monica Samille Lewinsky (born July 23, 1973) is an American woman with whom United States President Bill Clinton admitted to having had an ""improper relationship"" while she worked at the White House in 1995 and 1996.'","Guess: 22
Probability: 0.9","['Guess', ':', ' ', '22', '\n', 'Probability', ':', ' ', '0', '.', '9', '']","[0.9908412878225117, 1.0, 1.0, 0.9740385529812023, 0.9957577713873035, 0.9999755626925523, 1.0, 1.0, 0.9999918938339075, 1.0, 0.546983048646998, 0.9999953508594288]",0.9478165879303824,22,['22'],0.9740385529812025,0.9,"{0: ""\n        The response provided is a single number, 22, which does not provide any context or information about Monica Lewinsky's age during the affair. The reference answer, however, provides a detailed explanation of Monica Lewinsky's background, including her age during the affair. The response does not meet the criteria for a score of 1 because it is not semantically equivalent to the reference answer. It lacks the necessary context and information to be considered a complete and accurate response to the instruction. Therefore, the appropriate score for this response is 0. [RESULT] 0""}",0.0
how long was frank sinatra famous,"'Beginning his musical career in the swing era with Harry James and Tommy Dorsey , Sinatra found unprecedented success as a solo artist from the early to mid-1940s after being signed to Columbia Records in 1943.'","Guess: 60 years
Probability: 0.8","['Guess', ':', ' ', '60', ' years', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.9996738306102104, 1.0, 0.9999963045256735, 0.7946234777128076, 0.9996975383250996, 0.9997380466107655, 0.9999809268774652, 1.0, 0.9999998807907248, 1.0, 1.0, 0.3695625619078465, 0.9999948740268749]",0.9099858582953104,60 years,"['60', 'years']",0.8912817369187048,0.8,"{0: ""\n        The response provided is a single number, which does not convey the same information as the reference answer. The reference answer provides a historical context for Frank Sinatra's fame, including his early career and the time period during which he achieved success. In contrast, the response simply states a duration without any context or explanation. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
how much is jk rowling worth,"""The 2008 Sunday Times Rich List estimated Rowling's fortune at £560 million ($798 million), ranking her as the twelfth richest woman in the United Kingdom.""","Guess: $1 billion
Probability: 0.6","['Guess', ':', ' $', '1', ' billion', '\n', 'Probability', ':', ' ', '0', '.', '6', '']","[0.9992812081599926, 0.9999994039539004, 0.776803452803264, 0.9999969005680498, 0.9692157661873098, 0.999371447141917, 0.9999644768920448, 1.0, 0.9999998807907248, 0.9999998807907248, 1.0, 0.043070498264858634, 0.9999959469005546]",0.7680831749455284,$1 billion,"['$', '1', 'billion']",0.9097249179226236,0.6,"{0: '\n        The response and reference answer are not semantically equivalent. The reference answer provides a specific figure from a reputable source, while the response is a generalized figure without any reference to its source or accuracy. The response does not provide enough context or evidence to support its claim, making it less reliable compared to the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how big is auburndale florida,"'According to the U.S Census estimates of 2005, the city had a population of 12,381.'","Guess: 15,000
Probability: 0.4","['Guess', ':', ' ', '15', ',', '000', '\n', 'Probability', ':', ' ', '0', '.', '4', '']","[0.9999670993193821, 1.0, 0.9998817583680538, 0.7299600421337139, 0.9998572076678065, 0.9986038653315213, 0.9893964863763474, 0.9999754434898208, 1.0, 1.0, 1.0, 1.0, 0.23871839644761453, 0.9999961853172863]",0.8818909785429362,"15,000","['15', ',', '000']",0.8999328478449526,0.4,"{0: '\n        The response provided is a numerical value, which does not provide context or information about the size of Auburndale, Florida. The reference answer, however, gives a specific population count for the city in 2005, providing a clear and relevant answer to the instruction. Since the response and reference answer are not semantically equivalent, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
"how old is kirk douglas, the actor?","'Kirk Douglas (born Issur Danielovitch, ; December 9, 1916) is an American stage and film actor, film producer and author.'","Guess: Deceased
Probability: 1.0","['Guess', ':', ' De', 'ceased', '\n', 'Probability', ':', ' ', '1', '.', '0', '']","[0.9992011020276754, 1.0, 0.11773064916366635, 0.9999998807907248, 0.9911918173112236, 0.9999809268774652, 1.0, 0.9999997615814777, 0.11920271354398539, 0.9999785427891018, 0.9999983310727032, 0.9999945164027223]",0.7002403283309426,Deceased,"['De', 'ceased']",0.3431189810096214,1.0,"{0: '\n        The response does not provide the age of Kirk Douglas, but rather states that he is deceased. This is not semantically equivalent to the reference answer, which would have provided the age of the actor. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how old is the singer bob seger,"'Robert Clark ""Bob"" Seger (born May 6, 1945) is an American rock and roll singer-songwriter , guitarist and pianist .'","Guess: 78
Probability: 0.85","['Guess', ':', ' ', '78', '\n', 'Probability', ':', ' ', '0', '.', '85', '']","[0.9943778103556813, 1.0, 1.0, 0.7177064962063506, 0.9963259284051026, 0.9999808076722754, 1.0, 0.9999997615814777, 0.9999997615814777, 1.0, 0.03959199368841257, 0.9999969005680498]",0.7426623966751439,78,['78'],0.7177064962063506,0.85,"{0: '\n        The response provided is a single integer, which does not convey any semantic information about the singer Bob Seger. The reference answer, however, provides a comprehensive description of Bob Seger, including his name, birth date, and profession. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how long was richard nixon a president,"'Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office.'","Guess: 5 years 11 months
Probability: 0.9","['Guess', ':', ' ', '5', ' years', ' ', '11', ' months', '\n', 'Probability', ':', ' ', '0', '.', '9', '']","[0.9996192713421876, 1.0, 1.0, 0.9996115286859287, 0.26882402602916045, 0.46336204388930785, 0.17165749099675617, 0.9999846222381213, 0.9959134651532576, 0.9999755626925523, 1.0, 1.0, 0.9999831917733144, 1.0, 0.19133530068438487, 0.9999930859092101]",0.708935367305264,5 years 11 months,"['5', 'years', '11', 'months']",0.4634350265517861,0.9,"{1: ""\n        The response provided is accurate and concise, giving the exact duration of Richard Nixon's presidency. It matches the information in the reference answer, which includes additional details about Nixon's life and career. However, the response does not provide any context or background information about Nixon, which is included in the reference answer. Despite this, the response still meets the criteria of being semantically equivalent to the reference answer, as it correctly answers the question about the length of Nixon's presidency. Therefore, the response deserves a score of 1. [RESULT] 1""}",1.0
how old were the twin towers when destroyed,"'The original World Trade Center featured landmark twin towers, which opened on April 4, 1973 and were destroyed in the September 11 attacks of 2001, along with 7 World Trade Center.'","Guess: 28
Probability: 0.8","['Guess', ':', ' ', '28', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.9928237350528314, 1.0, 1.0, 0.9923602786535367, 0.9746874986465106, 0.9999808076722754, 1.0, 0.9999998807907248, 0.9999963045256735, 1.0, 0.24924315472703273, 0.9999951124428961]",0.8876699205625229,28,['28'],0.9923602786535368,0.8,"{0: '\n        The response provided is a single number, 28, which does not convey any semantic information about the age of the Twin Towers at the time of their destruction. The reference answer, however, clearly states that the Twin Towers were opened on April 4, 1973 and were destroyed in the September 11 attacks of 2001. The difference in years between these two dates can be calculated to determine the age of the Twin Towers at the time of their destruction. Therefore, the response and reference answer are not semantically equivalent, and the response does not provide the necessary information to answer the instruction accurately. [RESULT] 0'}",0.0
how are the # of electrons in each shell determined,"'Each shell can contain only a fixed number of electrons: The 1st shell can hold up to two electrons, the 2nd shell can hold up to eight electrons, the 3rd shell can hold up to 18, and 4th shell can hold up to 32 and so on.'","Guess: Aufbau principle
Probability: 0.8","['Guess', ':', ' Auf', 'bau', ' principle', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.9996914623707468, 1.0, 0.869366344402394, 0.9999716289935483, 0.8135149242946179, 0.9769888518803749, 0.9999809268774652, 1.0, 1.0, 0.9999958276922101, 1.0, 0.6783803105273916, 0.9999959469005546]",0.9433543271402182,Aufbau principle,"['Auf', 'bau', 'principle']",0.8909472852319507,0.8,"{0: '\n        The response ""Aufbau principle"" does not provide information on how the number of electrons in each shell is determined. It only mentions a principle without explaining its relevance to the question. The reference answer, on the other hand, clearly states the maximum number of electrons each shell can hold, which directly answers the instruction. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0
how many presidents of the us,"'There have been 43 people sworn into office, and 44 presidencies, as Grover Cleveland served two non-consecutive terms and is counted chronologically as both the 22nd and 24th president.'","Guess: 46
Probability: 0.95","['Guess', ':', ' ', '46', '\n', 'Probability', ':', ' ', '0', '.', '95', '']","[0.9855856212227437, 1.0, 1.0, 0.9900904882436037, 0.9980651693510333, 0.9999784235841962, 1.0, 0.9999998807907248, 0.9992897789887448, 1.0, 0.7520394258491692, 0.9999958276922101]",0.9743255259307992,46,['46'],0.9900904882436038,0.95,"{0: '\n        The response provided is a single number, which does not provide enough context to determine if it is correct or not. The reference answer provides a clear explanation of the difference between the number of people who have served as president and the number of presidencies, which is necessary to understand the answer. Without this context, the response cannot be considered semantically equivalent to the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how old is beatrice author,"'Beatrice ""Bea"" Arthur (May 13, 1922 – April 25, 2009) was an American actress, comedienne, and singer whose career spanned seven decades.'","Guess: 90
Probability: 0.8","['Guess', ':', ' ', '90', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.998923270256999, 1.0, 0.9898468983121096, 0.010354545611827644, 0.991468996786656, 0.9999831917733144, 1.0, 0.9999998807907248, 1.0, 1.0, 0.00901588788663611, 0.9999958276922101]",0.4607434182168619,90,['90'],0.0103545456118276,0.8,"{0: ""\n        The response provided is a single number, 90, which does not convey any semantic information about Beatrice Arthur's age or her identity as an author. The reference answer clearly states that Beatrice Arthur was an actress, comedienne, and singer, and provides her birth and death dates. Therefore, the response does not meet the criteria for semantic equivalence with the reference answer. [RESULT] 0""}",0.0
how are public schools funded,"'State schools (also known as public schools or government schools) generally refer to primary or secondary schools mandated for or offered to all children without charge paid for, in whole or in part, by taxation .'","Guess: Property taxes
Probability: 0.8","['Guess', ':', ' Property', ' taxes', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.9987927960785188, 1.0, 0.7851070325152374, 0.8510647325388656, 0.9951821160710254, 0.9999755626925523, 1.0, 0.9999998807907248, 1.0, 1.0, 0.7257212189983618, 0.9999955892755636]",0.9409911860636818,Property taxes,"['Property', 'taxes']",0.8174208870844707,0.8,"{0: '\n        The response provided is a single word, ""Property taxes"", which is a source of funding for public schools. However, the instruction asks for a description of how public schools are funded, not just a source of funding. The reference answer provides a comprehensive description of how public schools are funded, including the role of taxation. Therefore, the response does not fully address the instruction and is not semantically equivalent to the reference answer. [RESULT] 0'}",0.0
how are public schools funded,"'The term may also refer to institutions of post-secondary education funded, in whole or in part, and overseen by government.'","Guess: Property taxes
Probability: 0.8","['Guess', ':', ' Property', ' taxes', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.9987927960785188, 1.0, 0.7851070325152374, 0.8510647325388656, 0.9951821160710254, 0.9999755626925523, 1.0, 0.9999998807907248, 1.0, 1.0, 0.7257212189983618, 0.9999955892755636]",0.9409911860636818,Property taxes,"['Property', 'taxes']",0.8174208870844707,0.8,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer talks about funding for post-secondary education institutions, while the response only mentions property taxes, which is a source of funding for public schools but does not cover the entirety of the funding process. Therefore, the response does not fully address the question of how public schools are funded. [RESULT] 0'}",0.0
what happens  to the light independent reactions of photosynthesis?,'The light-independent reactions of photosynthesis are chemical reactions that convert carbon dioxide and other compounds into glucose .',"Guess: ATP and NADPH produced
Probability: 0.9","['Guess', ':', ' ATP', ' and', ' N', 'AD', 'PH', ' produced', '\n', 'Probability', ':', ' ', '0', '.', '9', '']","[0.9999011852636277, 1.0, 0.8129619467496558, 0.9969967471334533, 0.9999806884689187, 0.9999951124428961, 0.9999988079084972, 0.8159213378661418, 0.9988471462520302, 0.9999723442092405, 1.0, 1.0, 0.9999884368330701, 1.0, 0.7799574795768536, 0.9999951124428961]",0.9593880825988657,ATP and NADPH produced,"['ATP', 'and', 'N', 'AD', 'PH', 'produced']",0.933398009511878,0.9,"{0: '\n        The response does not provide a complete explanation of what happens to the light-independent reactions of photosynthesis. It only mentions the products of these reactions, ATP and NADPH, but does not explain the process or the role of these products in the overall photosynthesis process. The reference answer, on the other hand, provides a comprehensive explanation of the light-independent reactions, including their purpose and the substances involved. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
what happens  to the light independent reactions of photosynthesis?,'These reactions take the light-dependent reactions and perform further chemical processes on them.',"Guess: ATP and NADPH produced
Probability: 0.9","['Guess', ':', ' ATP', ' and', ' N', 'AD', 'PH', ' produced', '\n', 'Probability', ':', ' ', '0', '.', '9', '']","[0.9999011852636277, 1.0, 0.8129619467496558, 0.9969967471334533, 0.9999806884689187, 0.9999951124428961, 0.9999988079084972, 0.8159213378661418, 0.9988471462520302, 0.9999723442092405, 1.0, 1.0, 0.9999884368330701, 1.0, 0.7799574795768536, 0.9999951124428961]",0.9593880825988657,ATP and NADPH produced,"['ATP', 'and', 'N', 'AD', 'PH', 'produced']",0.933398009511878,0.9,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer explains that the light independent reactions of photosynthesis take the light-dependent reactions and perform further chemical processes on them. However, the response only mentions the products of the light-dependent reactions, ATP and NADPH, without explaining their role in the light independent reactions. Therefore, the response does not fully address the instruction and lacks the necessary context to be considered semantically equivalent to the reference answer. [RESULT] 0'}",0.0
what did mia hamm do his work,"'Mariel Margaret ""Mia"" Hamm (born March 17, 1972) is a retired American professional soccer player.'","Guess: played soccer
Probability: 0.9","['Guess', ':', ' played', ' soccer', '\n', 'Probability', ':', ' ', '0', '.', '9', '']","[0.9994094285142934, 1.0, 0.8172371950283834, 0.9997648553711882, 0.9984870232329669, 0.9999722250068928, 1.0, 0.9999998807907248, 0.999446936501876, 1.0, 0.7042689478349146, 0.9999961853172863]",0.9547757148335264,played soccer,"['played', 'soccer']",0.9039054298384912,0.9,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides a detailed description of Mia Hamm, including her name, birthdate, and profession. In contrast, the response only mentions that Mia Hamm played soccer, which is a very limited and incomplete description of her career and achievements. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
what countries are under the buddhism religion,"'This is the predominant form of Buddhism practiced in China, South Korea, Japan, Taiwan, Singapore, and Vietnam.'","Guess: Sri Lanka, Bhutan, Myanmar, Cambodia, Laos, Thailand, Mongolia
Probability: 0.8","['Guess', ':', ' Sri', ' Lanka', ',', ' Bh', 'utan', ',', ' Myanmar', ',', ' Cambodia', ',', ' Laos', ',', ' Thailand', ',', ' Mongolia', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.999960304883893, 1.0, 0.9800203896653878, 0.9999997615814777, 0.9990452116326968, 0.5543767300368374, 0.9999992847447459, 0.9998600678789191, 0.6829704618375644, 0.9769730362695921, 0.8793455148228454, 0.9990875709164007, 0.8170778277430853, 0.9982960696913145, 0.9980436762770913, 0.3477369469000264, 0.13891494994682815, 0.7513113939386166, 0.9999644768920448, 1.0, 1.0, 1.0, 1.0, 0.693197934970007, 0.9999953508594288]",0.8176304459292609,"Sri Lanka, Bhutan, Myanmar, Cambodia, Laos, Thailand, Mongolia","['Sri', 'Lanka', ',', 'Bh', 'utan', ',', 'Myanmar', ',', 'Cambodia', ',', 'Laos', ',', 'Thailand', ',', 'Mongolia']",0.7467104939846465,0.8,"{0: '\n        The response provided a list of countries where Buddhism is practiced, but it did not specify the predominant form of Buddhism in those countries. The reference answer, however, mentioned the predominant form of Buddhism in several countries. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0
how did wild bill's father die,"""He was shot and killed while playing poker in the Nuttal & Mann's Saloon in Deadwood , Dakota Territory (now South Dakota ).""","Guess: Cholera
Probability: 0.30","['Guess', ':', ' Ch', 'ol', 'era', '\n', 'Probability', ':', ' ', '0', '.', '30', '']","[0.9989528903339622, 1.0, 0.033577143624300025, 0.9992989451704172, 1.0, 0.9981088706741462, 0.9999784235841962, 1.0, 0.9999998807907248, 1.0, 1.0, 0.0006271736333670229, 0.9999966621509202]",0.4366580420903956,Cholera,"['Ch', 'ol', 'era']",0.3225371363780475,0.3,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Wild Bill's father was shot and killed while playing poker in the Nuttal & Mann's Saloon in Deadwood, Dakota Territory (now South Dakota). However, the response given is 'Cholera', which does not align with the information provided in the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
how many land rovers have landed on mars,'There have been four successful robotically operated Mars rovers.',"Guess: 5
Probability: 0.9","['Guess', ':', ' ', '5', '\n', 'Probability', ':', ' ', '0', '.', '9', '']","[0.9966449430571698, 1.0, 0.9999997615814777, 0.9841259591629852, 0.9975086683495096, 0.9999784235841962, 1.0, 1.0, 0.9999971389852362, 1.0, 0.13669814549483716, 0.9999940395710211]",0.8456450205340417,5,['5'],0.9841259591629852,0.9,"{0: '\n        The response provided is a single integer, which does not provide any context or information about the number of Land Rovers that have landed on Mars. The reference answer clearly states that there have been four successful robotically operated Mars rovers, which is semantically equivalent to the statement that only four Land Rovers have landed on Mars. Therefore, the response does not meet the criteria for a semantically equivalent answer, and thus receives a score of 0. [RESULT] 0'}",0.0
how do forensic auditors examine financial reporting,"'The audit opinion is intended to provide reasonable assurance, but not absolute assurance, that the financial statements are presented fairly, in all material respects, and/or give a true and fair view in accordance with the financial reporting framework.'","Guess: Analyze transactions and account balances
Probability: 0.8","['Guess', ':', ' Analy', 'ze', ' transactions', ' and', ' account', ' balances', '\n', 'Probability', ':', ' ', '0', '.', '8', '']","[0.9997003976430322, 1.0, 0.5188123997944534, 0.9521245874615003, 0.563717245587518, 0.23376052835073297, 0.03902698685055777, 0.9760018452388562, 0.9909001609875252, 0.9999643576942727, 1.0, 1.0, 1.0, 1.0, 0.8697137257562256, 0.9999960661089133]",0.6809272262196829,Analyze transactions and account balances,"['Analy', 'ze', 'transactions', 'and', 'account', 'balances']",0.3678962674650148,0.8,"{0: '\n        The response provided does not address the specific question asked about how forensic auditors examine financial reporting. The reference answer provides a detailed explanation of the audit opinion and its purpose, which is not related to the examination methods used by forensic auditors. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0
