question,target,response,ans_tok,tok_prob,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,extracted_prob,prom46_score,extracted_prom46_score
who is next in line to be the monarch of england,"'Charles, Prince of Wales'","Prince William
0.9","['<|start_header_id|>', 'Prince', ' William', '\n', '0', '.', '9', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.7502866161002525, 0.3158038754423751, 0.8750425857080789, 1.0, 1.0, 0.20883038329538284, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6753959655761719,Prince William,"['Prince', 'William']",0.48676834434565,0.9,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer correctly identifies Charles, Prince of Wales as the next in line to be the monarch of England, while the response provided incorrectly identifies Prince William. This discrepancy results in a score of 0. [RESULT] 0'}",0.0
who is in charge of enforcing the pendleton act of 1883,'United States Civil Service Commission',"Army generals
0.6","['<|start_header_id|>', 'Army', ' generals', '\n', '0', '.', '6', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.018296129741294395, 0.018939266391523515, 0.8933094388302324, 0.754915012257653, 1.0, 0.07883072236943722, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2559556663036346,Army generals,"['Army', 'generals']",0.0186149207654572,0.6,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The Pendleton Act of 1883 was enacted to reform the civil service of the United States. It established the United States Civil Service Commission, which was responsible for enforcing the provisions of the act. Therefore, the correct answer to the instruction would be the 'United States Civil Service Commission'. The response given, 'Army generals', does not match the reference answer and is not related to the enforcement of the Pendleton Act. Hence, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
what is the name of latest version of android,'Oreo',"11
1.0","['<|start_header_id|>', '11', '\n', '1', '.', '0', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.08639653428924668, 0.4999999990476729, 0.1824255028205125, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5006190538406372,11,"['11', '1']",0.1255425474079026,1.0,"{0: ""\n        The response provided is the version number of Android, which is not semantically equivalent to the reference answer, which is the name of the latest version of Android. The reference answer is 'Oreo', which is the name of the latest version of Android at the time of the instruction. Therefore, the response does not meet the criteria of the score rubric, which requires the response and reference answer to be semantically equivalent. [RESULT] 0""}",0.0
why was there so much interest in cuba both before and after the civil war,'sugar markets',"

Sugar industry profits
Probability: 0.7","['<|start_header_id|>', '\n\n', 'Sugar', ' industry', ' profits', '\n', 'Probability', ':', ' ', '0', '.', '7', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.2761491685260721, 0.6035987522917519, 0.10417150992936212, 0.015358035347269667, 0.8264004185665706, 1.0, 1.0, 1.0, 1.0, 1.0, 0.26688360811046863, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.472689688205719,Sugar industry profits,"['Sugar', 'industry', 'profits']",0.0988426358880275,0.7,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. While the reference answer mentions 'sugar markets', the response only mentions 'sugar industry profits'. This difference in wording is significant because the reference answer implies a broader context of economic interests and trade relations, while the response focuses solely on the financial aspect of the sugar industry. Therefore, the response does not fully capture the complexity of the interest in Cuba before and after the Civil War. [RESULT] 0""}",0.0
when did veterans day start being called veterans day,"'June 1, 1954'","November 11, 1954
0.9","['<|start_header_id|>', 'November', ' ', '11', ',', ' ', '195', '4', '\n', '0', '.', '9', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.6546551187576566, 1.0, 0.31803767838051317, 0.9241418055144026, 1.0, 1.0, 1.0, 0.9149009617112335, 0.9324532798296303, 1.0, 0.30280640130199055, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7938213348388672,"November 11, 1954","['November', '11', ',', '195', '4']",0.719193828307809,0.9,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Veterans Day started being called Veterans Day on June 1, 1954, while the response provided indicates the date as November 11, 1954. This discrepancy in dates shows that the response does not align with the reference answer, thus failing to meet the criteria for a score of 1. [RESULT] 0'}",0.0
when did big air snowboarding become an olympic sport,'2018',"
2002
0.85","['<|start_header_id|>', '\n', '200', '2', '\n', '0', '.', '85', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.2775606998589308, 0.14024437810572274, 0.26894140527600124, 0.7358651512272034, 1.0, 1.0, 0.11426219124199721, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4576267004013061,2002,"['200', '2', '0']",0.3353624061403802,0.85,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that big air snowboarding became an Olympic sport in 2018, while the response suggests it was in 2002. This discrepancy indicates that the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
who played in the most world series games,'the New York Yankees',"Billy Williams 
Probability: 0.7","['<|start_header_id|>', 'Billy', ' Williams', ' \n', 'Probability', ':', ' ', '0', '.', '7', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.05536525103503742, 0.6942910737793931, 0.22702148920061244, 0.2450850213753059, 1.0, 1.0, 1.0, 1.0, 0.06402339058906736, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4454232156276703,Billy Williams,"['Billy', 'Williams']",0.1960601937956345,0.7,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer refers to a team, while the response provided is a player. The instruction asks for the team that has played in the most World Series games, not a player. Therefore, the response does not meet the criteria set out in the score rubric. [RESULT] 0'}",0.0
who sings i can't stop this feeling anymore,'American rock band REO Speedwagon',The Black Eyed Peas: 0.95,"['<|start_header_id|>', 'The', ' Black', ' Ey', 'ed', ' Pe', 'as', ':', ' ', '0', '.', '95', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.10701584148298973, 0.2101065761926927, 0.2942149721551204, 1.0, 1.0, 1.0, 0.03540877823056258, 1.0, 1.0, 1.0, 0.26442242818802447, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4745748043060303,FAILED TO PARSE,[],,-1.0,"{0: ""\n        The response failed to parse, which means it was not understood by the system. This is not equivalent to the reference answer, which correctly identifies the American rock band REO Speedwagon as the singers of the song 'I Can't Stop This Feeling Anymore'. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
who is the month of may named after,'the Greek Goddess Maia',May,"['<|start_header_id|>', 'May', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.5341791895696997, 0.05832621362400772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3146663010120392,FAILED TO PARSE,[],,-1.0,"{0: '\n        The response failed to parse, which means it was not understood by the system. This is not equivalent to the reference answer, which correctly identifies the Greek Goddess Maia as the namesake of the month of May. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
who has the most petroleum in the world,'Venezuela',"Venezuela
0.25","['<|start_header_id|>', 'V', 'enez', 'uela', '\n', '0', '.', '25', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.10429009678905968, 1.0, 1.0, 0.6224593298742985, 1.0, 1.0, 0.042133331393692644, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.519062876701355,Venezuela,"['V', 'enez', 'uela']",0.4707037845925529,0.25,"{1: ""\n        The response 'Venezuela' is semantically equivalent to the reference answer 'Venezuela', which means that the response correctly identifies the country with the most petroleum reserves in the world. Therefore, the response meets the criteria specified in the score rubric, and it deserves a score of 1. [RESULT] 1""}",1.0
who is the sister of for king and country,'Rebecca St. James',"Lewis Capaldi 
Probability: 0.9","['<|start_header_id|>', 'Lewis', ' Cap', 'aldi', ' \n', 'Probability', ':', ' ', '0', '.', '9', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.1024332950461952, 0.8872045788414443, 1.0, 0.26894140527600124, 0.8354835282744484, 1.0, 1.0, 1.0, 1.0, 0.08973641227904845, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5914514660835266,Lewis Capaldi,"['Lewis', 'Cap', 'aldi']",0.4495951723651647,0.9,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Rebecca St. James', which is a person, while the response given is 'Lewis Capaldi', who is also a person but not related to the instruction. The instruction asks for the sister of the character 'for king and country', and the response does not address this requirement. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
who developed the first periodic table with 8 columns,'Dmitri Mendeleev',"John Newlands
Probability: 0.95","['<|start_header_id|>', 'John', ' New', 'lands', '\n', 'Probability', ':', ' ', '0', '.', '95', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.29070158577914446, 1.0, 1.0, 1.0, 0.4999999990476729, 1.0, 1.0, 1.0, 1.0, 0.13549627555009555, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.720878541469574,John Newlands,"['John', 'New', 'lands']",0.6624439431608776,0.95,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Dmitri Mendeleev developed the first periodic table with 8 columns, while the response provided is John Newlands. Therefore, the response does not meet the criteria set by the score rubric, which requires semantic equivalence between the response and the reference answer. [RESULT] 0'}",0.0
who plays skyler on lab rats elite force,'Paris Berelc',"Sean Marquette
0.9","['<|start_header_id|>', 'Sean', ' Mar', 'quette', '\n', '0', '.', '9', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.019980262677813772, 0.29381183713553033, 1.0, 0.8354835282744484, 0.8807970468833343, 1.0, 0.2939425448502691, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4766439497470855,Sean Marquette,"['Sean', 'Mar', 'quette']",0.180394583810049,0.9,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Paris Berelc', which is the correct name of the actress who plays Skyler on Lab Rats Elite Force. However, the response given is 'Sean Marquette', which is incorrect. Sean Marquette is a male actor who has also appeared on the show, but he does not play Skyler. Therefore, the response does not meet the criteria for a score of 1, as it is not semantically equivalent to the reference answer. [RESULT] 0""}",0.0
when is season seven of game of thrones coming out,"'July 16, 2017'","

HBO+ April 2024
Probability: 0.6","['<|start_header_id|>', '\n\n', 'H', 'BO', '+', ' April', ' ', '202', '4', '\n', 'Probability', ':', ' ', '0', '.', '6', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.3635212690518889, 0.13834741057162278, 1.0, 0.1979369906266793, 0.1420433702464825, 1.0, 1.0, 1.0, 0.7981868012921127, 0.3486451328151311, 1.0, 1.0, 1.0, 1.0, 0.1396272082310746, 1.0, 0.0, 0.0]",0.5615730285644531,HBO+ April 2024,"['H', 'BO', '+', 'April', '202', '4']",0.3965699729720239,0.6,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states the release date of season seven of Game of Thrones, which is July 16, 2017. However, the response suggests that season seven of Game of Thrones will come out in April 2024 on HBO+. This information is incorrect and does not match the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
who went home on rupaul's drag race season 10 episode 4,'Dusty Ray Bottoms',"Valentina 
Probability: 0.25","['<|start_header_id|>', 'Val', 'entina', ' \n', 'Probability', ':', ' ', '0', '.', '25', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.009655847824219951, 1.0, 0.08917185317991466, 0.4999999990476729, 1.0, 1.0, 1.0, 1.0, 0.08471929303438709, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3949505984783172,Valentina,"['Val', 'entina']",0.0982641736556103,0.25,"{0: ""\n        The response 'Valentina' does not match the reference answer 'Dusty Ray Bottoms'. The instruction asked for the person who went home on Rupaul's Drag Race Season 10 Episode 4, and the reference answer correctly identifies Dusty Ray Bottoms as the person who was eliminated in that episode. The response 'Valentina' is incorrect because Valentina was not the person who went home in that episode. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
when did nigeria become a federation of 19 states,'1976',"1970.0
1.0","['<|start_header_id|>', '197', '0', '.', '0', '\n', '1', '.', '0', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.09697227613047892, 0.46879064498162604, 0.3015631692188346, 0.2752405071633544, 0.6945120940265388, 0.5926665998515953, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5237460136413574,1970.0,"['197', '0', '.', '0', '1', '.', '0']",0.4181779117798097,1.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Nigeria became a federation of 19 states in 1976, while the response provided is 1970.0. This discrepancy in the year indicates that the response is incorrect and does not meet the criteria for a score of 1. Therefore, the response should be scored as 0. [RESULT] 0'}",0.0
when did roller derby first appear in the press,'1922',"1940
0.85","['<|start_header_id|>', '194', '0', '\n', '0', '.', '85', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.061731276658364226, 0.7981868012921127, 0.11063626725577912, 1.0, 1.0, 0.09908926191972663, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3904511928558349,1940,"['194', '0', '0']",0.3666091219980336,0.85,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that roller derby first appeared in the press in 1922, while the response provided is 1940. This discrepancy indicates that the response does not meet the criteria for a score of 1, as it does not match the reference answer. Therefore, the appropriate score for this response is 0. [RESULT] 0'}",0.0
what nba team has the highest winning percentage,'San Antonio Spurs',"Boston Celtics
0.975","['<|start_header_id|>', 'Boston', ' Celtics', '\n', '0', '.', '975', '<|eot_id|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>', '<|end_of_text|>']","[1.0, 0.45878219957450017, 0.9046505126460354, 0.8933094388302324, 0.8519528492100928, 1.0, 0.011904616080495213, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4976253807544708,Boston Celtics,"['Boston', 'Celtics']",0.6442340817109471,0.975,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that the San Antonio Spurs have the highest winning percentage, while the response states that the Boston Celtics have the highest winning percentage. These two teams are different, and therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
