question,target,response,ans_tok,token_probs,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,extracted_prob,prom46_score,extracted_prom46_score
how old was monica lewinsky during the affair,"'Monica Samille Lewinsky (born July 23, 1973) is an American woman with whom United States President Bill Clinton admitted to having had an ""improper relationship"" while she worked at the White House in 1995 and 1996.'","Guess: 22
Probability: 0.8 

","['Guess', ':', ' ', '2', '2', '\n', 'Probability', ':', ' ', '0', '.', '8', ' ', '\n', '', '\n', '']","[0.9997257746335437, 0.9999933243243503, 0.9998927231492597, 0.9998486271126596, 0.9983798330913961, 0.992812219663551, 0.9999700793634254, 0.9999923706636762, 0.9999573248944438, 0.9999154877575646, 0.9999994039539004, 0.7438396736767443, 0.8635893359159758, 0.9944803700005351, 0.9999949932351058, 0.9932276445593865, 0.9999655497017356]",0.9730465177418492,22,"['2', '2']",0.99911396019343,0.8,"{0: ""\n        The response provided is a single number, 22, which does not provide any context or information about Monica Lewinsky's age during the affair. The reference answer, however, provides a detailed explanation of Monica Lewinsky's background, including her age during the affair. The response does not meet the criteria for a score of 1 because it is not semantically equivalent to the reference answer. It lacks the necessary context and information to be considered a complete and accurate response to the instruction. Therefore, the appropriate score for this response is 0. [RESULT] 0""}",0.0
how long was frank sinatra famous,"'Beginning his musical career in the swing era with Harry James and Tommy Dorsey , Sinatra found unprecedented success as a solo artist from the early to mid-1940s after being signed to Columbia Records in 1943.'","Guess: 50+ years
Probability: 0.8
","['Guess', ':', ' ', '5', '0', '+', ' years', '\n', 'Probability', ':', ' ', '0', '.', '8', '', '\n', '']","[0.9996673975237169, 0.9999814036965475, 0.9022040035595217, 0.9735512228681157, 0.9822799616027519, 0.09091066739580742, 0.9467388518794038, 0.9760003690685491, 0.9999491002239199, 0.9999755626925523, 0.9997759367581688, 0.9997637830023132, 0.9999988079084972, 0.6181124112630744, 0.0745567466077066, 0.9769244536829684, 0.9999992847447459]",0.7140342014829136,50+ years,"['5', '0', '+', 'years']",0.5356236988615997,0.8,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides a detailed timeline of Frank Sinatra's career, while the response simply states that he was famous for over 50 years. This lack of detail and specificity does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
how much is jk rowling worth,"""The 2008 Sunday Times Rich List estimated Rowling's fortune at £560 million ($798 million), ranking her as the twelfth richest woman in the United Kingdom.""","Guess: 1 Billion
Probability: 0.75
","['Guess', ':', ' ', '1', ' Billion', '\n', 'Probability', ':', ' ', '0', '.', '7', '5', '', '\n', '']","[0.9999054759685021, 0.9999785427891018, 0.347207823189769, 0.9984142930458517, 0.3160460745551133, 0.9557144787258479, 0.9999353927404022, 0.9999756818971168, 0.999852202332597, 0.9999854566779314, 0.9999988079084972, 0.744882817340125, 0.09727768563760167, 0.7048738122512461, 0.9953194427227338, 0.9999917746265009]",0.7208989529191072,1 Billion,"['1', 'Billion']",0.5617338498763094,0.75,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides a specific figure from a reputable source, while the response provided is a rounded figure without any source or context. The response does not provide enough information to determine its accuracy or reliability. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how big is auburndale florida,"'According to the U.S Census estimates of 2005, the city had a population of 12,381.'","Guess: 25 square miles
Probability: 0.4 

","['Guess', ':', ' ', '2', '5', ' square', ' miles', '\n', 'Probability', ':', ' ', '0', '.', '4', ' ', '\n', '', '\n', '']","[0.999747101856811, 0.9999822381318529, 0.9115458231076426, 0.856090736461491, 0.591522447062643, 0.6657911808733231, 0.9997891632313073, 0.9789637253029946, 0.9999388493741573, 0.9999716289935483, 0.9997793922878565, 0.9999814036965475, 0.9999952316511553, 0.1413236049601397, 0.38541950905145916, 0.9958367355807515, 0.9999883176260757, 0.9946769433106375, 0.9999455243228242]",0.8049891053917082,25 square miles,"['2', '5', 'square', 'miles']",0.7619638591075826,0.4,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides information about the population of Auburndale, Florida, while the response provided gives the size of the city in square miles. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
"how old is kirk douglas, the actor?","'Kirk Douglas (born Issur Danielovitch, ; December 9, 1916) is an American stage and film actor, film producer and author.'","Guess: 105
Probability: 0.05 

","['Guess', ':', ' ', '1', '0', '5', '\n', 'Probability', ':', ' ', '0', '.', '0', '5', ' ', '\n', '', '\n', '']","[0.9998667417706173, 0.9999713905890375, 0.31772584490268496, 0.994496286565895, 0.9976778435688132, 0.8202737998080967, 0.9793516324519649, 0.9999616160839557, 0.9999749666753994, 0.9998766336062261, 0.9998566117939461, 0.9999859335019021, 0.5304463370943489, 0.33991863759394525, 0.43711634009177625, 0.9917928818455007, 0.9999923706636762, 0.98736783371185, 0.9999688873432873]",0.8129113271633213,105,"['1', '0', '5']",0.933650020607404,0.05,"{0: '\n        The response and reference answer are not semantically equivalent. The reference answer does not provide the age of Kirk Douglas, but rather his birth name. The response, however, provides the age of Kirk Douglas, which is 105. Therefore, the response does not meet the criteria of the score rubric, which requires semantic equivalence between the response and reference answer. [RESULT] 0'}",0.0
how old is the singer bob seger,"'Robert Clark ""Bob"" Seger (born May 6, 1945) is an American rock and roll singer-songwriter , guitarist and pianist .'","Guess: 78
Probability: 1.0
","['Guess', ':', ' ', '7', '8', '\n', 'Probability', ':', ' ', '1', '.', '0', '', '\n', '']","[0.9998654308186332, 0.9999907017622998, 0.9998743691881631, 0.9999129847881691, 0.8486290224539348, 0.9906378052100795, 0.9999676953245701, 0.9999849798550975, 0.999910362648254, 0.00024536721543602413, 0.9981384425494174, 0.9995318459828936, 0.7946320505073227, 0.9931977748761008, 0.9999881984200049]",0.5589349581341515,78,"['7', '8']",0.9211705481721504,1.0,"{0: '\n        The response provided is a single integer, which does not convey any semantic information about the singer Bob Seger. The reference answer, however, provides a detailed description of Bob Seger, including his name, birth date, and profession. Since the response and reference answer are not semantically equivalent, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how long was richard nixon a president,"'Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office.'","Guess: 5 Years, 219 Days
Probability: 0.9
","['Guess', ':', ' ', '5', ' Years', ',', ' ', '2', '1', '9', ' Days', '\n', 'Probability', ':', ' ', '0', '.', '9', '\n', '', '']","[0.9996270140875114, 0.9999892712787918, 0.9984443584342649, 0.938873448652027, 0.004099062952442953, 0.25542067977154137, 0.9968882181504101, 0.6974400507687543, 0.8537297775255704, 0.9246761080444201, 0.9647239999285739, 0.9457203971195921, 0.9999268108522247, 0.9999549409187368, 0.9996452398388653, 0.9740204556246722, 0.9999927282861518, 0.9420530036746517, 0.00491995689750608, 0.9990622263216525, 0.00591067480670854]",0.4213249091780029,"5 Years, 219 Days","['5', 'Years', ',', '2', '1', '9', 'Days']",0.3397110520432114,0.9,"{0: ""\n        The response provided is accurate and concise, giving the exact duration of Richard Nixon's presidency. However, it lacks context and additional information that would make it semantically equivalent to the reference answer. The reference answer provides a more comprehensive understanding of Richard Nixon's presidency, including his term as the 37th President and the fact that he is the only president to resign the office. Therefore, while the response is correct, it does not fully meet the criteria for a score of 1 as it does not provide the same level of detail and context as the reference answer. [RESULT] 0""}",0.0
how old were the twin towers when destroyed,"'The original World Trade Center featured landmark twin towers, which opened on April 4, 1973 and were destroyed in the September 11 attacks of 2001, along with 7 World Trade Center.'","Guess: 28
Probability: 0.8 

","['Guess', ':', ' ', '2', '8', '\n', 'Probability', ':', ' ', '0', '.', '8', ' ', '\n', '', '\n', '']","[0.9999014236368503, 0.999990820968669, 0.9997622340125313, 0.9924329512903456, 0.9826403421637707, 0.9729799580869347, 0.9999502921986438, 0.9999789004002659, 0.9998563734386815, 0.970676313875561, 0.9999955892755636, 0.3669208018718784, 0.5424092387170629, 0.9950818903391723, 0.999990820968669, 0.9901531289669643, 0.9999954700677165]",0.9041984165797008,28,"['2', '8']",0.9875245084708258,0.8,"{0: '\n        The response provided is a single number, 28, which does not convey any semantic information about the age of the Twin Towers at the time of their destruction. The reference answer, however, clearly states that the Twin Towers were opened on April 4, 1973 and were destroyed in the September 11 attacks of 2001. The difference in years between these two dates can be calculated to determine the age of the Twin Towers at the time of their destruction. Therefore, the response and reference answer are not semantically equivalent, and the response does not provide the necessary information to answer the instruction accurately. [RESULT] 0'}",0.0
how are the # of electrons in each shell determined,"'Each shell can contain only a fixed number of electrons: The 1st shell can hold up to two electrons, the 2nd shell can hold up to eight electrons, the 3rd shell can hold up to 18, and 4th shell can hold up to 32 and so on.'","Guess: Aufbau Principle
Probability: 0.9
","['Guess', ':', ' Aufbau', ' Principle', '\n', 'Probability', ':', ' ', '0', '.', '9', '', '\n', '']","[0.9998295597653413, 0.9999837877990075, 0.16930429838991962, 0.5299076978775834, 0.9536472141139672, 0.9999444515564443, 0.9999791388102051, 0.9998778254072666, 0.9940737920803834, 0.9999972581939645, 0.6129839416803706, 0.426024217128571, 0.9739570132118515, 0.9999992847447459]",0.7604424504669138,Aufbau Principle,"['Aufbau', 'Principle']",0.2995257100827603,0.9,"{0: '\n        The response ""Aufbau Principle"" does not provide a direct answer to the question of how the number of electrons in each shell is determined. It refers to a principle that guides the arrangement of electrons in atoms, but it does not specify the maximum number of electrons that each shell can hold. Therefore, the response and the reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0
how many presidents of the us,"'There have been 43 people sworn into office, and 44 presidencies, as Grover Cleveland served two non-consecutive terms and is counted chronologically as both the 22nd and 24th president.'","Guess: 46
Probability: 1.0
","['Guess', ':', ' ', '4', '6', '\n', 'Probability', ':', ' ', '1', '.', '0', '', '\n', '']","[0.9997704556111893, 0.9999917746265009, 0.9998610212892914, 0.9998871215477863, 0.9993139447115014, 0.9971106331212077, 0.9999628080845127, 0.9999914170043663, 0.999973893846511, 0.952568956062492, 0.9999759203026507, 0.9999891520726073, 0.7964872014073812, 0.9889447339086255, 0.9999942779868433]",0.98075846974354,46,"['4', '6']",0.999600492046771,1.0,"{0: '\n        The response provided is a single number, which does not provide enough context to determine if it is correct or not. The reference answer provides a clear explanation of the difference between the number of people who have served as president and the number of presidencies, which is necessary to understand the answer. Without this context, the response cannot be considered semantically equivalent to the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how old is beatrice author,"'Beatrice ""Bea"" Arthur (May 13, 1922 – April 25, 2009) was an American actress, comedienne, and singer whose career spanned seven decades.'","Guess: 25
Probability: 0.2
","['Guess', ':', ' ', '2', '5', '\n', 'Probability', ':', ' ', '0', '.', '2', '', '\n', '']","[0.9998400467184468, 0.9999736554414603, 0.9631257948102605, 0.05364628611361896, 0.43811540667721527, 0.9816129426154939, 0.9999564905017542, 0.9999759203026507, 0.9998785404885726, 0.999981999721175, 0.999994397195003, 0.5724778243366676, 0.6584046022317225, 0.9818818012647119, 0.9999974966112362]",0.7260934578481141,25,"['2', '5']",0.1533077442838111,0.2,"{0: '\n        The response provided is a single number, 25, which does not provide any context or information about who Beatrice is or what the number refers to. The reference answer, however, provides a comprehensive biography of Beatrice Arthur, including her birth date and death date. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how are public schools funded,"'State schools (also known as public schools or government schools) generally refer to primary or secondary schools mandated for or offered to all children without charge paid for, in whole or in part, by taxation .'","Guess: Property Taxes
Probability: 0.7
","['Guess', ':', ' Property', ' Taxes', '\n', 'Probability', ':', ' ', '0', '.', '7', '', '\n', '']","[0.9998891476534775, 0.9999934435319416, 0.9787873595324341, 0.20043297712785554, 0.9831014432407482, 0.9999440939703319, 0.9999750858798929, 0.999883665267449, 0.9999311017761935, 0.9999990463265931, 0.5256264050789641, 0.3626329895890363, 0.985847856459973, 0.9999985694905718]",0.7889954089474316,Property Taxes,"['Property', 'Taxes']",0.4429235424384196,0.7,"{0: '\n        The response only mentions one source of funding for public schools, which is property taxes. However, the reference answer provides a more comprehensive explanation of how public schools are funded, mentioning that they are paid for in whole or in part by taxation. Therefore, the response does not fully address the instruction and is not semantically equivalent to the reference answer. [RESULT] 0'}",0.0
how are public schools funded,"'The term may also refer to institutions of post-secondary education funded, in whole or in part, and overseen by government.'","Guess: Property taxes
Probability: 0.8 

","['Guess', ':', ' Property', ' taxes', '\n', 'Probability', ':', ' ', '0', '.', '8', ' ', '\n', '', '\n', '']","[0.9998891476534775, 0.9999934435319416, 0.9787873595324341, 0.7927277669063604, 0.9850385506954028, 0.9999473122717736, 0.9999805692637573, 0.9999195402044174, 0.9999398029324066, 0.9999992847447459, 0.49505664038726, 0.4262629530100969, 0.9963501877397086, 0.9999924898711539, 0.9940184287293894, 0.9999964237340748]",0.8916686605673178,Property taxes,"['Property', 'taxes']",0.8808586253186826,0.8,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer talks about funding for post-secondary education institutions, while the response only mentions property taxes, which is a source of funding for public schools but does not cover the entirety of the funding process. Therefore, the response does not fully address the instruction. [RESULT] 0'}",0.0
what happens  to the light independent reactions of photosynthesis?,'The light-independent reactions of photosynthesis are chemical reactions that convert carbon dioxide and other compounds into glucose .',"Guess: Stop

Probability: 0.8
","['Guess', ':', ' Stop', '\n\n', 'Probability', ':', ' ', '0', '.', '8', '', '\n', '']","[0.9993547790576244, 0.9999736554414603, 0.9674959679536584, 0.0014899329750581477, 0.9997158857888127, 0.9999120312845954, 0.9993569220465576, 0.9994445549755643, 0.9999966621509202, 0.8177011418981075, 0.42130484974964433, 0.983971158783566, 0.9999983310727032]",0.5562010171549601,Stop,['Stop'],0.9674959679536584,0.8,"{0: ""\n        The response provided is a single word, 'Stop', which does not provide any information about the light-independent reactions of photosynthesis. The reference answer, on the other hand, clearly explains the process of the light-independent reactions of photosynthesis. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
what happens  to the light independent reactions of photosynthesis?,'These reactions take the light-dependent reactions and perform further chemical processes on them.',"Guess: Stop
Probability: 0.8
","['Guess', ':', ' Stop', '\n', 'Probability', ':', ' ', '0', '.', '8', '', '\n', '']","[0.9993547790576244, 0.9999736554414603, 0.9674959679536584, 0.9910166385939492, 0.9999523185560253, 0.9999850990607847, 0.9999135807320021, 0.9989600279845438, 0.9999991655356624, 0.8517396999818719, 0.3993264041610117, 0.9858573565247849, 0.999997854237364]",0.9162804499197884,Stop,['Stop'],0.9674959679536584,0.8,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer explains the continuation of the light-dependent reactions in the light-independent reactions of photosynthesis, while the response simply states 'Stop'. This does not provide any information about what happens to the light-independent reactions of photosynthesis. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
what did mia hamm do his work,"'Mariel Margaret ""Mia"" Hamm (born March 17, 1972) is a retired American professional soccer player.'","Guess: Basketball
Probability: 0.95
","['Guess', ':', ' Basketball', '\n', 'Probability', ':', ' ', '0', '.', '9', '5', '', '\n', '']","[0.9991708721757165, 0.9999483850412226, 0.05616329743203924, 0.9347089426411792, 0.999948861828418, 0.9999705561718785, 0.9998281297460464, 0.9988108725526874, 0.9999954700677165, 0.29768695320864386, 0.10493791126409754, 0.7758614036694349, 0.9932445794218585, 0.9999854566779314]",0.6207306072492358,Basketball,['Basketball'],0.0561632974320392,0.95,"{0: ""\n        The response provided is incorrect as it mentions basketball, which is not related to Mia Hamm's career. Mia Hamm is a retired American professional soccer player, not a basketball player. Therefore, the response does not match the reference answer, which accurately describes Mia Hamm's profession. The response fails to meet the criteria for a score of 1, as it is not semantically equivalent to the reference answer. [RESULT] 0""}",0.0
what countries are under the buddhism religion,"'This is the predominant form of Buddhism practiced in China, South Korea, Japan, Taiwan, Singapore, and Vietnam.'","Guess: Many in Asia
Probability: 0.8 

","['Guess', ':', ' Many', ' in', ' Asia', '\n', 'Probability', ':', ' ', '0', '.', '8', ' ', '\n', '', '\n', '']","[0.9998805665550504, 0.999979258013377, 0.059110118076224016, 0.24308457267770148, 0.8763448740887995, 0.9662310138109775, 0.9999407564915651, 0.9999797348316635, 0.9998512489306338, 0.9997225577725084, 0.9999971389852362, 0.5748525666417775, 0.7685742950768509, 0.9963271117113371, 0.9999904633477849, 0.9958588428744196, 0.9999855758836754]",0.7349841086518215,Many in Asia,"['Many', 'in', 'Asia']",0.2326473401566892,0.8,"{0: '\n        The response does not provide specific countries where Buddhism is practiced, but rather a vague statement about Asia. This is not semantically equivalent to the reference answer, which lists specific countries where Buddhism is predominant. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how did wild bill's father die,"""He was shot and killed while playing poker in the Nuttal & Mann's Saloon in Deadwood , Dakota Territory (now South Dakota ).""","Guess: Cholera
Probability: 0.6
","['Guess', ':', ' Cholera', '\n', 'Probability', ':', ' ', '0', '.', '6', '', '\n', '']","[0.9995665045962819, 0.9999593512842658, 0.12768726175149517, 0.9509299901783778, 0.9999581592914675, 0.9999750858798929, 0.9998244355402138, 0.9999502921986438, 0.9999961853172863, 0.8124066454864936, 0.485748800248987, 0.9839633108119117, 0.9999947548186583]",0.7905558866679575,Cholera,['Cholera'],0.1276872617514951,0.6,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Wild Bill's father was shot and killed while playing poker in the Nuttal & Mann's Saloon in Deadwood, Dakota Territory (now South Dakota). However, the response only mentions cholera, which is not related to the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
