question,target,response,ans_tok,token_probs,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,prom46_score,extracted_prom46_score,infosel_logit
when did nigeria become a federation of 19 states,'1976',1967,"['1', '9', '6', '7', '']","[1.0, 1.0, 0.5416544037417876, 0.9873882885708304, 1.0]",0.8823523567550454,1967,"['1', '9', '6', '7']",0.8551702076156598,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Nigeria became a federation of 19 states in 1976, while the response provided is 1967. This discrepancy indicates that the response does not meet the criteria for a score of 1, as it does not match the correct year stated in the reference answer. Therefore, the response should be scored as 0. [RESULT] 0'}",0.0,0.0
when did roller derby first appear in the press,'1922',1935,"['1', '9', '3', '5', '']","[0.9999998807907248, 0.9890130589396959, 0.998827284589046, 0.6224562319094928, 1.0]",0.90731948623368,1935,"['1', '9', '3', '5']",0.8855239215934407,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that roller derby first appeared in the press in 1922, while the response provided is 1935. This discrepancy indicates that the response does not meet the criteria for a score of 1, as it does not match the reference answer. Therefore, the response should be scored as 0. [RESULT] 0'}",0.0,0.0
what nba team has the highest winning percentage,'San Antonio Spurs',Golden State Warriors,"['Golden', ' State', ' Warriors', '']","[0.9312615001678769, 0.9999977350285647, 1.0, 1.0]",0.9823532047832964,Golden State Warriors,"['Golden', 'State', 'Warriors']",0.9765404151868644,"{0: ""\n        The response 'Golden State Warriors' does not match the reference answer 'San Antonio Spurs'. The instruction was to find the NBA team with the highest winning percentage. The Golden State Warriors have had a high winning percentage in recent years, but the San Antonio Spurs have historically had the highest winning percentage in the NBA. Therefore, the response is incorrect according to the score rubric, which states that the response and reference answer must be semantically equivalent. [RESULT] 0""}",0.0,0.0
if there is a random change in the genetics of a small population it is termed,'genetic drift',genetic drift,"['gen', 'etic', ' drift', '']","[0.4117127848157283, 1.0, 1.0, 0.9999998807907248]",0.8010296198205967,genetic drift,"['gen', 'etic', 'drift']",0.7439289353923918,"{1: ""\n        The response 'genetic drift' is semantically equivalent to the reference answer 'genetic drift', which means that the response accurately captures the concept of a random change in the genetics of a small population. Therefore, the response meets the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
who played vincent in nanny mcphee and the big bang,'Oscar Steer',Eddie Izzard,"['E', 'ddie', ' I', 'zz', 'ard', '']","[0.0286501918774734, 0.4103808761549484, 0.722697148320922, 0.9999984502816872, 1.0, 1.0]",0.4517294306303069,Eddie Izzard,"['E', 'ddie', 'I', 'zz', 'ard']",0.3853488466243361,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that 'Oscar Steer' played the character of Vincent in Nanny McPhee and the Big Bang, while the response provided is 'Eddie Izzard'. These two answers are not the same person, and therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
who played the eldest daughter in the sound of music,'Charmian Carr',Charmian Carr,"['Ch', 'arm', 'ian', ' Carr', '']","[0.9046993936907121, 0.7178917302310801, 0.9980655255898757, 0.9999924898711539, 1.0]",0.9169461018951736,Charmian Carr,"['Ch', 'arm', 'ian', 'Carr']",0.8972836633779497,"{1: '\n        The response and reference answer are semantically equivalent, both correctly identifying Charmian Carr as the actress who played the eldest daughter in The Sound of Music. The response is concise and accurate, meeting the criteria for a score of 1. [RESULT] 1'}",1.0,0.0
who plays andy's teacher in parks and rec,'Danielle Bisutti',Lucy Lawless,"['Luc', 'y', ' Law', 'less', '']","[0.2085980475917054, 0.9803592919100933, 0.9989552694676269, 0.9999988079084972, 1.0]",0.7278605924741706,Lucy Lawless,"['Luc', 'y', 'Law', 'less']",0.672295583531947,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Danielle Bisutti', while the response is 'Lucy Lawless'. These two actors have different roles in the TV show 'Parks and Recreation', with Danielle Bisutti playing Andy's teacher and Lucy Lawless having no such role. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
in which channel fifa world cup will be broadcasted,'NBC',Fox Sports,"['Fox', ' Sports', '']","[0.37488564887075626, 0.9998333731795261, 0.897797046505294]",0.6955604378550718,Fox Sports,"['Fox', 'Sports']",0.6122280480891443,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that the FIFA World Cup will be broadcasted on NBC, while the response states that it will be broadcasted on Fox Sports. These two channels are different, and therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
what is a large body of water that flows through land,'River',River,"['River', '']","[0.9997848735274768, 1.0]",0.9998924309781912,River,['River'],0.9997848735274768,"{1: ""\n        The response 'River' is semantically equivalent to the reference answer 'River'. Both answers correctly identify a large body of water that flows through land. Therefore, the response meets the criteria specified in the score rubric and receives a score of 1. [RESULT] 1""}",1.0,0.0
who played all the carly's on general hospital,'Jennifer Bransford',Laura Wright,"['Laura', ' Wright', '']","[0.9978379364928601, 0.9999780659713836, 0.9999039265409296]",0.9992394838443268,Laura Wright,"['Laura', 'Wright']",0.9989074280868108,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Jennifer Bransford', while the response is 'Laura Wright'. These two answers refer to different people, and therefore, they cannot be considered semantically equivalent. The response does not correctly identify the person who played all the Carlys on General Hospital. [RESULT] 0""}",0.0,0.0
an object that has mass and occupies space is known as,'matter',matter,"['matter', '']","[0.9474268180589482, 1.0]",0.9733585249325906,matter,['matter'],0.9474268180589482,"{1: ""\n        The response 'matter' is semantically equivalent to the reference answer 'matter'. Both terms refer to the same concept, which is an object that has mass and occupies space. Therefore, the response meets the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
who sang the original blinded by the light,'Bruce Springsteen',Manfred Mann's Earth Band,"['Man', 'fred', ' Mann', ""'s"", ' Earth', ' Band', '']","[0.8977089418815142, 0.9999870063564401, 0.9999974966112362, 0.974003380011214, 0.9999927282861518, 0.9999996423722521, 1.0]",0.9810009421712936,Manfred Mann's Earth Band,"['Man', 'fred', 'Mann', ""'s"", 'Earth', 'Band']",0.9778697131128176,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Bruce Springsteen originally sang 'Blinded by the Light', while the response suggests that Manfred Mann's Earth Band performed a cover version of the song. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
who is the yellow rose of texas named after,'Emily D. West',Empress Carlota,"['Emp', 'ress', ' Carl', 'ota', '']","[0.05692840596003595, 0.9996179610346884, 0.9962518563715751, 0.9324519320508514, 0.9999996423722521]",0.5554330309352484,Empress Carlota,"['Emp', 'ress', 'Carl', 'ota']",0.4795011662115483,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Emily D. West', while the response is 'Empress Carlota'. These two answers are not the same person, and therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
who sings the song i can see clearly now the rain is gone,'Johnny Nash',Jimmy Cliff,"['Jimmy', ' Cliff', '']","[0.9523633726042948, 0.9999489810279808, 1.0]",0.9838453609430616,Jimmy Cliff,"['Jimmy', 'Cliff']",0.9758661711546496,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Johnny Nash', while the response is 'Jimmy Cliff'. These two artists are different, and therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
who was the rfc editor until 1998 just provide the family name,'Postel',Postel,"['Post', 'el', '']","[0.28497959004675255, 0.9999976158197796, 1.0]",0.6580682038392353,Postel,"['Post', 'el']",0.533834160207129,"{1: ""\n        The response and reference answer are semantically equivalent, both providing the family name 'Postel'. Therefore, the response meets the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
what is the number 1 sport in the usa,'American football',American football,"['American', ' football', '']","[0.374897044956192, 0.9241402838438013, 1.0]",0.7023441557940907,American football,"['American', 'football']",0.5886063723219598,"{1: '\n        The response and reference answer are semantically equivalent, both indicating American football as the number 1 sport in the USA. Therefore, the response meets the criteria for a score of 1. [RESULT] 1'}",1.0,0.0
when was the flight of the bumblebee written,'in 1899–1900',1899,"['1', '8', '9', '9', '']","[1.0, 0.999664657556759, 0.9999846222381213, 0.9999997615814777, 1.0]",0.9999297994678208,1899,"['1', '8', '9', '9']",0.9999122501048074,"{0: '\n        The response and reference answer are not semantically equivalent. The reference answer states that the flight of the bumblebee was written in 1899-1900, while the response only provides the year 1899. This discrepancy in the time frame makes the response incorrect according to the score rubric. [RESULT] 0'}",0.0,0.0
who plays cullen bohannon in hell on wheels,'Anson Adams Mount IV',Anson Mount,"['An', 'son', ' Mount', '']","[0.9999903441405488, 0.9999848606494246, 0.9999359887121413, 1.0]",0.9999777980694878,Anson Mount,"['An', 'son', 'Mount']",0.9999703975355236,"{0: ""\n        The response provided is correct and matches the reference answer. However, the response is missing the full name of the actor, which is 'Anson Adams Mount IV'. The reference answer includes the full name, so the response does not fully meet the criteria for a score of 1. Therefore, the response should be scored as a 0 according to the score rubric. [RESULT] 0""}",0.0,0.0
when does the new pokemon movie come out,"'July\xa015,\xa02017'",2023,"['2', '0', '2', '3', '']","[0.961962683046105, 1.0, 1.0, 0.9241386520097867, 0.9993157304041553]",0.9766065140543616,2023,"['2', '0', '2', '3']",0.9710103073099946,"{0: '\n        The response provided is a year, but the instruction asks for the release date of the new Pokemon movie. The reference answer is a specific date in July 2017. Since the response and reference answer are not semantically equivalent, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
how many oar athletes are in the olympics,'168',1200,"['1', '2', '0', '0', '']","[0.9924729907758955, 0.997604282136579, 0.9953634943918902, 0.9959105096257026, 0.9999998807907248]",0.9962671137552472,1200,"['1', '2', '0', '0']",0.9953361011487776,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that there are 168 oar athletes in the Olympics, while the response provided is 1200. This discrepancy indicates that the response does not accurately reflect the information provided in the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
where is the honda classic played this year,"'Palm Beach Gardens, Florida'",PGA National Golf Club,"['PGA', ' National', ' Golf', ' Club', '']","[0.9776285203951184, 0.999960543282123, 0.042081679656298124, 0.9999754434898208, 0.9999973774024795]",0.5282598427476501,PGA National Golf Club,"['PGA', 'National', 'Golf', 'Club']",0.4503599704133734,"{0: '\n        The response provided is the location where the Honda Classic is played, but it does not specify the city or state where the location is situated. The reference answer, however, provides the exact location of the event, which is Palm Beach Gardens, Florida. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0,0.0
who won the nrl grand final in 2015,'North Queensland Cowboys',North Queensland Cowboys,"['North', ' Queensland', ' Cowboys', '']","[0.9997330424830995, 0.9980274087548094, 0.9999822381318529, 1.0]",0.9994353358458646,North Queensland Cowboys,"['North', 'Queensland', 'Cowboys']",0.9992471853246252,"{1: '\n        The response and reference answer are semantically equivalent, both indicating that the North Queensland Cowboys won the NRL Grand Final in 2015. Therefore, the response meets the criteria for a score of 1. [RESULT] 1'}",1.0,0.0
where was charlie and the choclate factory filmed,'Pinewood Studios in England',"München, Germany","['M', 'ünchen', ',', ' Germany', '']","[0.9735853458462757, 0.5268249114304139, 0.9999920130413283, 0.9994362196490749, 0.9999998807907248]",0.8748999243842691,"München, Germany","['M', 'ünchen', ',', 'Germany']",0.8461512233714428,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that 'Charlie and the Chocolate Factory' was filmed at Pinewood Studios in England, while the response states that it was filmed in München, Germany. This discrepancy indicates that the response does not meet the criteria for a score of 1, as it does not provide the correct location where the movie was filmed. Therefore, the appropriate score for this response is 0. [RESULT] 0""}",0.0,0.0
who owns the rights to the song happy birthday,'Warner/Chappell Music',Warner Music Group,"['War', 'ner', ' Music', ' Group', '']","[0.9994191922498159, 1.0, 0.08231502031082269, 0.9999976158197796, 1.0]",0.6067994072458052,Warner Music Group,"['War', 'ner', 'Music', 'Group']",0.5355579060190326,"{0: ""\n        The response correctly identifies the company that owns the rights to the song 'Happy Birthday'. However, the response is slightly inaccurate as it does not include the full name of the company, which is 'Warner/Chappell Music'. This minor discrepancy prevents the response from being semantically equivalent to the reference answer. Therefore, the response receives a score of 0. [RESULT] 0""}",0.0,0.0
who sang the song every breath you take,'The Police',Police,"['Police', '']","[0.49533668838965184, 0.9999997615814777]",0.7038015134199489,Police,['Police'],0.4953366883896519,"{1: ""\n        The response and reference answer are semantically equivalent, as both answers correctly identify the band 'The Police' as the performers of the song 'Every Breath You Take'. Therefore, the response meets the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
when did the british hand-over sovereignty of hong kong back to china,'1 July 1997',1997,"['1', '9', '9', '7', '']","[0.992782845115128, 1.0, 1.0, 1.0, 1.0]",0.9985523839011224,1997,"['1', '9', '9', '7']",0.9981908074312864,"{0: ""\n        The response '1997' is not semantically equivalent to the reference answer '1 July 1997'. The reference answer includes the specific date of the handover, while the response only provides the year. Therefore, the response does not fully meet the criteria of the instruction. [RESULT] 0""}",0.0,0.0
the first life forms to appear on earth were,'putative fossilized microorganisms',single-celled organisms,"['single', '-c', 'elled', ' organisms', '']","[0.7736623418220593, 0.9999417100552707, 1.0, 0.9999562521044905, 0.7310585348819939]",0.8922608933236087,single-celled organisms,"['single', '-c', 'elled', 'organisms']",0.9378357536869044,"{0: '\n        The response ""single-celled organisms"" is not semantically equivalent to the reference answer ""putative fossilized microorganisms"". While both answers refer to early life forms, the reference answer specifically mentions fossilized microorganisms, indicating a more precise identification of the first life forms on Earth. The response, on the other hand, is more general and does not specify the nature of the single-celled organisms. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
who played the robot on lost in space 2018,'Brian Steele',Brian Steele,"['Brian', ' Steele', '']","[0.9999892712787918, 0.9999963045256735, 1.0]",0.99999519192492,Brian Steele,"['Brian', 'Steele']",0.9999927878960492,"{1: '\n        The response and reference answer are semantically equivalent, both indicating that Brian Steele played the robot on Lost in Space 2018. Therefore, the response meets the criteria for a score of 1. [RESULT] 1'}",1.0,0.0
who came up with britain's got talent,'Simon Cowell',Simon Cowell,"['Simon', ' Cow', 'ell', '']","[0.9999864103261001, 1.0, 1.0, 1.0]",0.9999966025642112,Simon Cowell,"['Simon', 'Cow', 'ell']",0.99999547008818,"{1: ""\n        The response 'Simon Cowell' is semantically equivalent to the reference answer 'Simon Cowell', which means that the response correctly identifies the person who came up with Britain's Got Talent. Therefore, the response meets the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
what year did my pet monster come out,'1986',1986,"['1', '9', '8', '6', '']","[1.0, 1.0, 0.9999701985655174, 0.999937776622214, 1.0]",0.99998159473092,1986,"['1', '9', '8', '6']",0.9999769934665806,"{1: ""\n        The response and reference answer are semantically equivalent, both being '1986'. This indicates that the response correctly answers the instruction, which asked for the year a pet monster came out. Therefore, the response meets the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
