question,target,response,ans_tok,token_probs,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,prom46_score,extracted_prom46_score,infosel_logit
how old was monica lewinsky during the affair,"'Monica Samille Lewinsky (born July 23, 1973) is an American woman with whom United States President Bill Clinton admitted to having had an ""improper relationship"" while she worked at the White House in 1995 and 1996.'","22
","['2', '2', '', '\n', '']","[0.9998961794900081, 0.9955566359740597, 0.8303667332656355, 0.8928875487893726, 0.9999865295319579]",0.9410579063493204,22,"['2', '2']",0.9977240484103744,"{0: ""\n        The response provided is a single number, 22, which does not provide any context or information about Monica Lewinsky's age during the affair. The reference answer, however, provides a detailed explanation of Monica Lewinsky's background, including her age during the affair. The response does not meet the criteria for semantic equivalence as it lacks the necessary context and information to be considered equivalent to the reference answer. Therefore, the response receives a score of 0. [RESULT] 0""}",0.0,0.0
how long was frank sinatra famous,"'Beginning his musical career in the swing era with Harry James and Tommy Dorsey , Sinatra found unprecedented success as a solo artist from the early to mid-1940s after being signed to Columbia Records in 1943.'","60 years 

","['6', '0', ' years', ' ', '\n', '', '\n', '']","[0.4614874546263208, 0.8633217257915894, 0.9147455304610966, 0.6167426581754952, 0.9982528271112584, 0.9999744898630244, 0.9794882843540242, 0.9999945164027223]",0.8274569318170208,60 years,"['6', '0', 'years']",0.7142950194174675,"{0: ""\n        The response provided is a single numerical value, which does not convey the same information as the reference answer. The reference answer provides a historical context and timeline of Frank Sinatra's career, while the response simply states a duration without any context or explanation. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0""}",0.0,0.0
how much is jk rowling worth,"""The 2008 Sunday Times Rich List estimated Rowling's fortune at £560 million ($798 million), ranking her as the twelfth richest woman in the United Kingdom.""","1billion
","['1', 'billion', '', '\n', '']","[0.7295114716066593, 0.15474009113318665, 0.8124226131967511, 0.993212004060876, 0.9999951124428961]",0.6192861435748376,1billion,"['1', 'billion']",0.3359831418376814,"{0: ""\n        The response provided is a single number, which does not provide context or a source for the information. The reference answer, however, provides a specific figure from a reputable source, the 2008 Sunday Times Rich List, and includes additional information about Rowling's ranking in the United Kingdom. Therefore, the response and reference answer are not semantically equivalent, as the response lacks the necessary context and source information. [RESULT] 0""}",0.0,0.0
how big is auburndale florida,"'According to the U.S Census estimates of 2005, the city had a population of 12,381.'","Small
","['Small', '', '\n', '']","[0.0006937784614757112, 0.9350225410050214, 0.9462408785153031, 0.9999493386194785]",0.1574003338964658,Small,['Small'],0.0006937784614757,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides a specific population count for Auburndale, Florida, while the response simply states that the city is small. This lack of specificity and equivalence to the reference answer results in a score of 0. [RESULT] 0'}",0.0,0.0
"how old is kirk douglas, the actor?","'Kirk Douglas (born Issur Danielovitch, ; December 9, 1916) is an American stage and film actor, film producer and author.'","106
","['1', '0', '6', '', '\n', '']","[0.9994331237049913, 0.9995829415001098, 0.9101808421686219, 0.79458237931537, 0.9658488702465055, 0.999652268243557]",0.9417440561217404,106,"['1', '0', '6']",0.9687984196138424,"{0: '\n        The response provided is a number, which is the age of Kirk Douglas. The reference answer is a string that includes the name of the actor and his birth date. Although the response and reference answer are not semantically equivalent, they both convey the same information, which is the age of Kirk Douglas. Therefore, the response is correct and relevant to the instruction. However, the response does not meet the criteria for a score of 1 because it is not semantically equivalent to the reference answer. [RESULT] 0'}",0.0,0.0
how old is the singer bob seger,"'Robert Clark ""Bob"" Seger (born May 6, 1945) is an American rock and roll singer-songwriter , guitarist and pianist .'",78,"['7', '8', '', '']","[0.9998380208213721, 0.993537970457357, 0.8312672520303653, 0.033078377248586456]",0.4065366893517214,78,"['7', '8']",0.9966830178110626,"{0: '\n        The response provided is a single integer, which does not convey any semantic information about the singer Bob Seger. The reference answer, however, provides a comprehensive description of Bob Seger, including his name, birth date, and profession. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0,0.0
how long was richard nixon a president,"'Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office.'","5 years 
","['5', ' years', ' ', '\n', '', '']","[0.9640888009083332, 0.2854249397053012, 0.5855479101278013, 0.9144311226283908, 0.9998374249589463, 0.03731887941127746]",0.4201103639910106,5 years,"['5', 'years']",0.5245712419393739,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides specific details about Richard Nixon's presidency, including his term in office, his role as the 37th President, and the fact that he is the only President to resign the office. In contrast, the response simply states that Richard Nixon was a president for 5 years, without providing any context or additional information. This lack of detail and context makes the response less informative and less accurate than the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
how old were the twin towers when destroyed,"'The original World Trade Center featured landmark twin towers, which opened on April 4, 1973 and were destroyed in the September 11 attacks of 2001, along with 7 World Trade Center.'","28
","['2', '8', '\n', '']","[0.9971358789884647, 0.9978527737182731, 0.04849124776040844, 0.06754140398536237]",0.2389260833684375,28,"['2', '8']",0.9974942619497356,"{0: '\n        The response provided is a single number, 28, which does not convey any semantic information about the age of the Twin Towers at the time of their destruction. The reference answer, however, clearly states that the Twin Towers were opened in 1973 and destroyed in 2001, implying that they were 28 years old when they were destroyed. Therefore, the response and the reference answer are not semantically equivalent, as the response lacks the necessary context and information to be equivalent to the reference answer. [RESULT] 0'}",0.0,0.0
how are the # of electrons in each shell determined,"'Each shell can contain only a fixed number of electrons: The 1st shell can hold up to two electrons, the 2nd shell can hold up to eight electrons, the 3rd shell can hold up to 18, and 4th shell can hold up to 32 and so on.'","2, 8, 18, 32
","['2', ',', ' ', '8', ',', ' ', '1', '8', ',', ' ', '3', '2', '', '\n', '']","[0.9946450995571624, 0.6210678017075449, 0.8807729105251964, 0.9999806884689187, 0.9999288371183694, 0.9998937958019426, 0.8930970682103686, 0.9999475506632682, 0.9849701956875325, 0.9957103754755379, 0.9997301829845089, 0.9999735362389562, 0.49958550143804026, 0.9900097456417467, 0.9999592320834669]",0.9081160955365052,"2, 8, 18, 32","['2', ',', '8', ',', '1', '8', ',', '3', '2']",0.9344341108433584,"{0: '\n        The response provided is a list of numbers which represent the maximum number of electrons in each shell. However, it does not explain how these numbers are determined or why they are significant. The reference answer, on the other hand, explains that each shell can contain only a fixed number of electrons and provides the specific number of electrons that can be held in the first four shells. Therefore, the response and reference answer are not semantically equivalent, as the response lacks the necessary context and explanation. [RESULT] 0'}",0.0,0.0
how many presidents of the us,"'There have been 43 people sworn into office, and 44 presidencies, as Grover Cleveland served two non-consecutive terms and is counted chronologically as both the 22nd and 24th president.'","46
","['4', '6', '', '\n', '']","[0.9999014236368503, 0.9993494216053962, 0.5286761491214742, 0.7767524538225472, 0.9999905825550351]",0.8368132782535925,46,"['4', '6']",0.99962538451857,"{0: '\n        The response provided is a single number, which does not convey the same information as the reference answer. The reference answer provides context and explanation about the number of presidents and presidencies, while the response simply states a number without any additional information. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0,0.0
how old is beatrice author,"'Beatrice ""Bea"" Arthur (May 13, 1922 – April 25, 2009) was an American actress, comedienne, and singer whose career spanned seven decades.'","50s
","['5', '0', 's', '', '\n', '']","[0.05817803848034976, 0.5231269246828247, 0.21046841082991283, 0.9107870141032651, 0.9838944119001399, 0.9999965429424904]",0.4231420138775086,50s,"['5', '0', 's']",0.1857167278501446,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides specific details about Beatrice Arthur's life, including her full name, birth and death dates, and her career as an actress, comedienne, and singer. In contrast, the response only mentions a decade, which does not provide enough information to determine if it is referring to Beatrice Arthur or someone else. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
how are public schools funded,"'State schools (also known as public schools or government schools) generally refer to primary or secondary schools mandated for or offered to all children without charge paid for, in whole or in part, by taxation .'","Taxes
","['Taxes', '', '\n', '']","[0.9378719416150967, 0.9301603137716442, 0.9577434877110548, 0.9999923706636762]",0.9560636597639024,Taxes,['Taxes'],0.9378719416150968,"{0: '\n        The response ""Taxes"" does not provide a complete answer to the question ""how are public schools funded"". It only mentions one aspect of the funding process, which is the source of the funds. However, it does not explain how these taxes are used to fund public schools. The reference answer provides a more comprehensive explanation of the funding process, including the fact that public schools are funded ""in whole or in part"" by taxation. Therefore, the response does not meet the criteria for a semantically equivalent answer as per the score rubric. [RESULT] 0'}",0.0,0.0
how are public schools funded,"'The term may also refer to institutions of post-secondary education funded, in whole or in part, and overseen by government.'","Taxes
","['Taxes', '', '\n', '']","[0.9378719416150967, 0.9301603137716442, 0.9577434877110548, 0.9999923706636762]",0.9560636597639024,Taxes,['Taxes'],0.9378719416150968,"{0: '\n        The response ""Taxes"" does not provide a complete answer to the question ""how are public schools funded"". It only mentions one source of funding, but does not explain how taxes are used to fund public schools. The reference answer provides a more comprehensive explanation of the funding process for public schools. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0,0.0
what happens  to the light independent reactions of photosynthesis?,'The light-independent reactions of photosynthesis are chemical reactions that convert carbon dioxide and other compounds into glucose .',Stops,"['Stops', '', '']","[0.015686019706886593, 0.9470504180786713, 0.6510287830725472]",0.2130567749346998,Stops,['Stops'],0.0156860197068865,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer describes the light-independent reactions of photosynthesis as chemical reactions that convert carbon dioxide and other compounds into glucose. However, the response simply states that the light-independent reactions stop, which does not provide any information about what these reactions entail or their purpose. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
what happens  to the light independent reactions of photosynthesis?,'These reactions take the light-dependent reactions and perform further chemical processes on them.',Stop,"['Stop', '', '']","[0.9116626248003213, 0.9617711090553708, 0.8803553866838801]",0.9173209267785406,Stop,['Stop'],0.9116626248003212,"{0: ""\n        The response provided is a single word, 'Stop', which does not provide any information about what happens to the light independent reactions of photosynthesis. The reference answer, on the other hand, clearly explains that these reactions take the light-dependent reactions and perform further chemical processes on them. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
what did mia hamm do his work,"'Mariel Margaret ""Mia"" Hamm (born March 17, 1972) is a retired American professional soccer player.'",Tennis,"['Tennis', '', '']","[0.1384937415903529, 0.8430185689467502, 0.3484795901622775]",0.3439390960713874,Tennis,['Tennis'],0.1384937415903529,"{0: ""\n        The response provided is incorrect as it mentions tennis, which is not related to Mia Hamm's work. Mia Hamm is a retired American professional soccer player, not a tennis player. Therefore, the response does not match the reference answer, which correctly identifies Mia Hamm's profession. The response fails to meet the criteria for a score of 1, as it is not semantically equivalent to the reference answer. [RESULT] 0""}",0.0,0.0
what countries are under the buddhism religion,"'This is the predominant form of Buddhism practiced in China, South Korea, Japan, Taiwan, Singapore, and Vietnam.'","Bhutan, Cambodia, Laos, Mongolia, Myanmar, Nepal, Sri Lanka, Thailand, Vietnam 

","['Bh', 'utan', ',', ' Cambodia', ',', ' Laos', ',', ' Mongolia', ',', ' Myanmar', ',', ' Nepal', ',', ' Sri', ' Lanka', ',', ' Thailand', ',', ' Vietnam', ' ', '\n', '', '\n', '']","[0.6011380064681393, 0.9999948740268749, 0.9948872809927307, 0.06569012349431683, 0.9964828652641947, 0.9404236391090673, 0.9992307386020368, 0.022718256432620626, 0.9996540551517367, 0.9982831203007306, 0.9965460800297197, 0.14191950939725434, 0.9995984260224543, 0.7321724492835003, 0.9998853338155874, 0.9991793220742552, 0.9974259998569287, 0.11865512537797526, 0.2854625401429614, 0.560222149790798, 0.9930486896424617, 0.9999787811971367, 0.9855548197962297, 0.999247997714474]",0.5734089706672735,"Bhutan, Cambodia, Laos, Mongolia, Myanmar, Nepal, Sri Lanka, Thailand, Vietnam","['Bh', 'utan', ',', 'Cambodia', ',', 'Laos', ',', 'Mongolia', ',', 'Myanmar', ',', 'Nepal', ',', 'Sri', 'Lanka', ',', 'Thailand', ',', 'Vietnam']",0.5112771887474411,"{0: '\n        The response provided a list of countries where Buddhism is practiced, which is not semantically equivalent to the reference answer that specified the predominant form of Buddhism in certain countries. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
how did wild bill's father die,"""He was shot and killed while playing poker in the Nuttal & Mann's Saloon in Deadwood , Dakota Territory (now South Dakota ).""","Cholera 

","['Ch', 'olera', ' ', '\n', '', '\n', '']","[0.7689641275690347, 0.9997268469325544, 0.16286766006630238, 0.9987260855324056, 0.9999818805158572, 0.9666448711095602, 0.9999951124428961]",0.7394412317853457,Cholera,"['Ch', 'olera']",0.8767862240357301,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Wild Bill's father was shot and killed while playing poker in the Nuttal & Mann's Saloon in Deadwood, Dakota Territory (now South Dakota). However, the response only mentions cholera, which is not related to the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
how many land rovers have landed on mars,'There have been four successful robotically operated Mars rovers.',"5 

","['5', ' ', '\n', '', '\n', '']","[0.9263386633681426, 0.8031953110123707, 0.9990700794019586, 0.999970436969744, 0.9705926420605893, 0.9999976158197796]",0.9470400335453102,5,['5'],0.9263386633681426,"{0: ""\n        The response provided is a single integer, which does not convey the same information as the reference answer. The reference answer states that there have been four successful robotically operated Mars rovers, which is a factual statement with specific details about the number of rovers and their nature. The response of '5' does not provide this level of detail or accuracy, and therefore cannot be considered semantically equivalent to the reference answer. As such, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
how do forensic auditors examine financial reporting,"'The audit opinion is intended to provide reasonable assurance, but not absolute assurance, that the financial statements are presented fairly, in all material respects, and/or give a true and fair view in accordance with the financial reporting framework.'","Data analysis
","['Data', ' analysis', '', '\n', '']","[0.13617228733621675, 0.9774830462413457, 0.41405987799008515, 0.9396945347097357, 0.9999922514562127]",0.5531576085124081,Data analysis,"['Data', 'analysis']",0.3648370899991626,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer explains the purpose of an audit opinion, while the response only mentions data analysis, which is a method used by forensic auditors, but does not explain the examination process or the purpose of the examination. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
how do forensic auditors examine financial reporting,"'The purpose of an audit is provide and objective independent examination of the financial statements, which increases the value and credibility of the financial statements produced by management, thus increase user confidence in the financial statement, reduce investor risk and consequently reduce the cost of capital of the preparer of the financial statements.'",Analyzing records,"['Analyzing', ' records', '', '']","[0.09358974199785813, 0.5327017476383687, 0.6675856759324031, 0.09531561613828819]",0.2373262954820028,Analyzing records,"['Analyzing', 'records']",0.2232832710331946,"{0: '\n        The response provided is very brief and does not cover the full scope of the instruction. The instruction asks for a description of how forensic auditors examine financial reporting, but the response only mentions analyzing records. This does not provide a comprehensive understanding of the process involved in a forensic audit. The reference answer, on the other hand, provides a detailed explanation of the purpose of an audit and its benefits, which is more aligned with the instruction. Therefore, the response does not meet the criteria for a score of 1, as it is not semantically equivalent to the reference answer. [RESULT] 0'}",0.0,0.0
how do forensic auditors examine financial reporting,'Financial audits are typically performed by firms of practicing accountants who are experts in financial reporting.',"Analyzing records
","['Analyzing', ' records', '', '\n', '']","[0.09358974199785813, 0.5327017476383687, 0.6675856759324031, 0.9043293600487143, 0.9999884368330701]",0.4962587737461858,Analyzing records,"['Analyzing', 'records']",0.2232832710331946,"{0: '\n        The response provided does not address the specific question asked about how forensic auditors examine financial reporting. The response only mentions analyzing records, which is a very broad term and does not provide any specific information about the process of forensic auditing. The reference answer, on the other hand, provides a clear and concise explanation of the role of forensic auditors in examining financial reporting. Therefore, the response does not meet the criteria for a score of 1, as it is not semantically equivalent to the reference answer. [RESULT] 0'}",0.0,0.0
What did the augurs use to interpret the will of the gods?,"'His main role was to interpret the will of the gods by studying the flight of birds : whether they are flying in groups or alone, what noises they make as they fly, direction of flight and what kind of birds they are.'","Birds
","['Birds', '', '\n', '']","[0.41525073843935645, 0.9745028220094686, 0.7770735045623177, 0.9999818805158572]",0.7488363825729034,Birds,['Birds'],0.4152507384393564,"{0: ""\n        The response provided is a single word, 'Birds', which does not convey the same level of detail as the reference answer. The reference answer describes how the augurs studied the flight of birds, including their behavior, sounds, direction, and species. The response fails to capture these nuances and does not provide a complete understanding of how augurs interpreted the will of the gods. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0""}",0.0,0.0
"What county is Farmington Hills, MI in?",'It is the second largest city in Oakland County in the U.S. state of Michigan .',"Oakland
","['Oakland', '', '\n', '']","[0.9953766041757527, 0.9778286314290251, 0.8353429210314145, 0.9999710329823779]",0.9495669678306986,Oakland,['Oakland'],0.9953766041757528,"{0: ""\n        The response provided is a single word, 'Oakland', which is the name of a county. However, the instruction asks for the county that Farmington Hills, MI is in. The response does not explicitly state that Farmington Hills, MI is in Oakland County. Therefore, the response and reference answer are not semantically equivalent. The response lacks the necessary context to confirm that Farmington Hills, MI is indeed in Oakland County. To meet the criteria for a score of 1, the response should have been more explicit and included the name of the city, Farmington Hills, MI, along with the name of the county, Oakland. [RESULT] 0""}",0.0,0.0
what does a groundhog look for on groundhog day,"'According to folklore, if it is cloudy when a groundhog emerges from its burrow on this day, then spring will come early; if it is sunny, the groundhog will supposedly see its shadow and retreat back into its burrow, and the winter weather will continue for six more weeks.'",Shadow,"['Shadow', '', '']","[0.8989068798760308, 0.7932845349255276, 0.14802073791006812]",0.4725945971766849,Shadow,['Shadow'],0.8989068798760308,"{0: '\n        The response ""Shadow"" is not semantically equivalent to the reference answer ""According to folklore, if it is cloudy when a groundhog emerges from its burrow on this day, then spring will come early"". The reference answer explains the significance of Groundhog Day and the role of the groundhog in predicting the arrival of spring based on whether it sees its shadow or not. The response, however, only mentions one aspect of the prediction, which is the shadow, without providing context or explanation. Therefore, the response does not fully address the instruction and lacks the necessary detail to be considered semantically equivalent to the reference answer. [RESULT] 0'}",0.0,0.0
What committees are joint committees,'A Joint Committee is a term in politics that is used to refer to a committee made up of members of both chambers of a bicameral legislature.',"Rules, Printing, Library, Economic, Taxation
","['Rules', ',', ' Printing', ',', ' Library', ',', ' Economic', ',', ' Taxation', '', '\n', '']","[0.600684526154022, 0.9287778248396191, 0.0760140881105869, 0.9761153006967996, 0.9624677398667894, 0.9723701362580539, 0.1544601430015576, 0.8873642160510068, 0.9988501196807705, 0.8657158286772834, 0.8798866628401637, 0.9999954700677165]",0.6317314624707485,"Rules, Printing, Library, Economic, Taxation","['Rules', ',', 'Printing', ',', 'Library', ',', 'Economic', ',', 'Taxation']",0.5586974148315319,"{0: '\n        The response provided does not address the question asked. The question was about joint committees, which are committees made up of members from both chambers of a bicameral legislature. The response lists various committees, but does not explain what makes them joint committees or how they fit the definition of a joint committee. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0,0.0
how many stripes on the flag,'The 50 stars on the flag represent the 50 states of the United States of America and the 13 stripes represent the thirteen British colonies that declared independence from the Kingdom of Great Britain and became the first states in the Union.',"13
","['1', '3', '', '\n', '']","[0.9994605115487364, 0.9998010792736963, 0.6445682138195817, 0.8351335167571999, 0.9999947548186583]",0.8833653343784814,13,"['1', '3']",0.9996307809075646,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer provides context and information about the meaning of the 13 stripes on the flag, while the response simply states the number 13. The response does not address the instruction to explain the meaning of the stripes on the flag. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
How many states and territories are within India?,'India is a federal union of states comprising twenty-eight states and seven union territories .',"28
","['2', '8', '', '\n', '']","[0.37735618702518425, 0.9735313375410478, 0.9271420590360699, 0.9309239646711319, 0.9998446944204135]",0.7947286874773828,28,"['2', '8']",0.6061089617255444,"{0: '\n        The response provided is a single integer, which does not convey the same information as the reference answer. The reference answer provides a clear and concise explanation of the number of states and territories within India, while the response simply provides a number without context or explanation. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
