question,target,response,ans_tok,token_probs,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,prom46_score,extracted_prom46_score,infosel_logit
Which innovation for the car was developed by Prince Henry of Prussia in 1911?,'Rear-window wiper'," Race-inspired performance upgrades, including better brakes, suspensions, and tires.

Prince Henry of Prussia was a passionate driver who organized and participated in long-distance races across Europe in the early 20th century. These races spurred innovations in automobiles' performance, including more efficient brakes, suspensions, and tires that could handle higher speeds, longer distances, and rougher terrains. While he did not invent any of these components, his patronage and participation in races significantly contributed to their development and adoption within the automotive industry.","[' Race', '-', 'in', 'sp', 'ired', ' performance', ' up', 'grades', ',', ' including', ' better', ' br', 'akes', ',', ' susp', 'ensions', ',', ' and', ' tires', '.', '\n', '\n', 'Pr', 'ince', ' Henry', ' of', ' Pr', 'ussia', ' was', ' a', ' passionate', ' driver', ' who', ' organized', ' and', ' participated', ' in', ' long', '-', 'distance', ' races', ' across', ' Europe', ' in', ' the', ' early', ' ', '2', '0', 'th', ' century', '.', ' These', ' races', ' sp', 'ur', 'red', ' innov', 'ations', ' in', ' autom', 'ob', 'iles', ""'"", ' performance', ',', ' including', ' more', ' efficient', ' br', 'akes', ',', ' susp', 'ensions', ',', ' and', ' tires', ' that', ' could', ' handle', ' higher', ' speeds', ',', ' longer', ' distances', ',', ' and', ' rough', 'er', ' terr', 'ains', '.', ' While', ' he', ' did', ' not', ' invent', ' any', ' of', ' these', ' components', ',', ' his', ' patron', 'age', ' and', ' participation', ' in', ' races', ' significantly', ' contributed', ' to', ' their', ' development', ' and', ' adoption', ' within', ' the', ' autom', 'otive', ' industry', '.', '']","[0.4340305378183446, 0.9207666775032519, 0.9213780322774536, 1.0, 1.0, 0.2073306220848355, 0.7929514457361333, 1.0, 0.9706674401268333, 0.22267466243001602, 0.8662416573772804, 0.05705377994403771, 0.9999997615814777, 0.7676785788918605, 0.028135026491494228, 1.0, 0.9991950321149214, 0.9996846716847219, 0.8024806642899713, 0.9998756801664166, 0.8888023368454732, 0.9660760069658958, 0.9436473687336319, 1.0, 0.9997635446982749, 0.9826304420654098, 0.9999977350285647, 1.0, 0.7906483337432743, 0.9753021582068349, 0.5189440893163298, 0.14033214389114354, 0.13291446492301864, 0.6709480163017696, 0.04847872858156555, 0.988746457691328, 1.0, 0.9199389768520403, 1.0, 0.9999965429424904, 0.21496361021271446, 0.03682815329747666, 0.754885045222653, 0.7600051749769086, 0.9999440939703319, 0.9999921322487635, 0.9999381342060673, 0.8519528492100928, 1.0, 0.9999998807907248, 0.9999570864969811, 0.9235539249341967, 0.5640663249517449, 0.9725606585098917, 0.03162871673527571, 0.9999543449247887, 1.0, 0.5001760127345862, 0.9999833109787883, 0.9408451165947951, 0.7524535439220925, 0.09334635062113981, 1.0, 0.11200910358998999, 0.9187999793521338, 0.6837374074119298, 0.19330799641157162, 0.009983823836509967, 0.6325663628612972, 0.7087420696394359, 0.9820118024086968, 0.9984910641802807, 0.4492784237933479, 1.0, 0.9997791539655488, 0.9761730034147309, 0.9753819937996151, 0.027626252495307972, 0.5003887723972835, 0.7591445579894216, 0.643745376323895, 0.9991827734626378, 0.07715655530267983, 0.7064102888373341, 0.9944029178038188, 0.9998276530782525, 0.9999957084838798, 0.8141664808027173, 0.9017799754793964, 0.23547931987519524, 1.0, 0.9894866992564485, 0.022771763500739978, 0.4456430886520997, 0.5033669367691036, 0.9999939203633587, 0.23773066694982314, 0.6137505402219705, 0.5043408151767762, 0.9944650436585929, 0.5593664368018054, 0.5706261059174416, 0.758145313933007, 0.4302078881612173, 0.9999998807907248, 0.8599739320644608, 0.256477474849748, 0.9656399602637409, 0.22609272230644992, 0.5454156727500379, 0.8818165485946485, 0.9999960661089133, 0.7380614054329635, 0.9544955501359796, 0.9155217366927192, 0.3862941553005394, 0.015830062458267173, 0.999778796504017, 0.6035692516355338, 0.9796636432426752, 0.9993694230814356, 0.9849640661410981, 0.9650297543260566]",0.5504596566797356,"Race-inspired performance upgrades, including better brakes, suspensions, and tires.

Prince Henry of Prussia was a passionate driver who organized and participated in long-distance races across Europe in the early 20th century. These races spurred innovations in automobiles' performance, including more efficient brakes, suspensions, and tires that could handle higher speeds, longer distances, and rougher terrains. While he did not invent any of these components, his patronage and participation in races significantly contributed to their development and adoption within the automotive industry.","['Race', '-', 'in', 'sp', 'ired', 'performance', 'up', 'grades', ',', 'including', 'better', 'br', 'akes', ',', 'susp', 'ensions', ',', 'and', 'tires', 'Pr', 'ince', 'Henry', 'of', 'Pr', 'ussia', 'was', 'a', 'passionate', 'driver', 'who', 'organized', 'and', 'participated', 'in', 'long', '-', 'distance', 'races', 'across', 'Europe', 'in', 'the', 'early', '2', '0', 'th', 'century', 'These', 'races', 'sp', 'ur', 'red', 'innov', 'ations', 'in', 'autom', 'ob', 'iles', ""'"", 'performance', ',', 'including', 'more', 'efficient', 'br', 'akes', ',', 'susp', 'ensions', ',', 'and', 'tires', 'that', 'could', 'handle', 'higher', 'speeds', ',', 'longer', 'distances', ',', 'and', 'rough', 'er', 'terr', 'ains', 'While', 'he', 'did', 'not', 'invent', 'any', 'of', 'these', 'components', ',', 'his', 'patron', 'age', 'and', 'participation', 'in', 'races', 'significantly', 'contributed', 'to', 'their', 'development', 'and', 'adoption', 'within', 'the', 'autom', 'otive', 'industry']",0.5294160505576528,"{0: '\n        The response provided does not match the reference answer. The reference answer refers to a rear-window wiper, which was indeed an innovation developed for cars around the same time. However, the response discusses race-inspired performance upgrades, such as better brakes, suspensions, and tires. Although these improvements were crucial for the development of automobiles, they are not semantically equivalent to the rear-window wiper mentioned in the reference answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
How is musician William Lee Conley better known?,'Bill Broonzy',,[''],[0.20247909828590635],0.2024790982859063,,[],,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Bill Broonzy', which is the stage name of musician William Lee Conley. However, the response given is 'nan', which does not provide any meaningful information related to the instruction. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
How is Joan Molinsky better known?,'Queen of Comedy', Joan Rivers (later changed name legally) is better known. She was a famous comedian and television personality.,"[' Joan', ' Rivers', ' (', 'l', 'ater', ' changed', ' name', ' legally', ')', ' is', ' better', ' known', '.', ' She', ' was', ' a', ' famous', ' comed', 'ian', ' and', ' television', ' personality', '.', '']","[0.9999711521845835, 0.9970407105389778, 0.8796052599744179, 0.025647404232801114, 0.9999996423722521, 0.9658047229681656, 0.9868013710928848, 0.06273975596213954, 0.8519495611889732, 0.9329647565805823, 1.0, 0.9999996423722521, 0.9999750858798929, 0.8903591755191917, 0.99718850796137, 1.0, 0.4395631875882533, 0.9998045349775787, 0.9999952316511553, 0.679178635769211, 0.9859707978787855, 0.5621652103746092, 0.9999134615475723, 0.3654849106113508]",0.6657061866554005,Joan Rivers (later changed name legally) is better known. She was a famous comedian and television personality.,"['Joan', 'Rivers', '(', 'l', 'ater', 'changed', 'name', 'legally', ')', 'is', 'better', 'known', 'She', 'was', 'a', 'famous', 'comed', 'ian', 'and', 'television', 'personality']",0.6589542973785607,"{0: ""\n        The response correctly identifies Joan Molinsky by her stage name, Joan Rivers, and provides accurate information about her career as a comedian and television personality. However, the response does not provide the specific nickname or title by which she is better known, which is 'Queen of Comedy'. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0""}",0.0,0.0
In which branch of the arts is Patricia Neary famous?,'Ballet', Ballet dance,"[' B', 'allet', ' dance', '']","[0.9399097433788715, 0.9999970197767496, 0.6898550637251417, 0.9662925634682566]",0.8896882148385233,Ballet dance,"['B', 'allet', 'dance']",0.8655275668542014,"{1: ""\n        The response and reference answer are semantically equivalent, as both refer to the art of ballet. However, the response includes the word 'dance', which is unnecessary and makes the response slightly less concise than the reference answer. Nonetheless, the response correctly identifies the branch of the arts in which Patricia Neary is famous, and therefore meets the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
Which country is Europe's largest silk producer?,'Environment of Italy', Italy (but note that China is the world's largest silk producer)}.,"[' Italy', ' (', 'but', ' note', ' that', ' China', ' is', ' the', ' world', ""'"", 's', ' largest', ' silk', ' producer', ')', '}.', '']","[0.9975218349543363, 0.9989368310392014, 0.23285784300839016, 0.7599309548158674, 0.2450021776375152, 0.9794579772405565, 0.9999106010236644, 0.9999965429424904, 0.9992857316680205, 1.0, 0.9999998807907248, 0.9999454051273114, 0.988860913913128, 0.9999977350285647, 0.9770220780533317, 0.25994802074092277, 1.0]",0.7653925487948025,Italy (but note that China is the world's largest silk producer)}.,"['Italy', '(', 'but', 'note', 'that', 'China', 'is', 'the', 'world', ""'"", 's', 'largest', 'silk', 'producer', ')', '}.']",0.7527088015897977,"{1: ""\n        The response correctly identifies Italy as Europe's largest silk producer, which aligns with the reference answer. The additional information about China being the world's largest silk producer does not detract from the accuracy of the main response. Therefore, the response and reference answer are semantically equivalent, fulfilling the criteria for a score of 1. [RESULT] 1""}",1.0,0.0
The VS-300 was a type of what?,'🚁'," Helicopter. The VS-300 was the first helicopter designed by Igor Sikorsky, considered the father of the modern helicopter.","[' Hel', 'ic', 'opter', '.', ' The', ' V', 'S', '-', '3', '0', '0', ' was', ' the', ' first', ' helic', 'opter', ' designed', ' by', ' I', 'gor', ' S', 'ik', 'ors', 'ky', ',', ' considered', ' the', ' father', ' of', ' the', ' modern', ' helic', 'opter', '.', '']","[0.9999684105356298, 1.0, 1.0, 0.9914221254080451, 0.39642563768800865, 0.999986171913518, 0.9999967813595916, 1.0, 1.0, 1.0, 1.0, 0.9999891520726073, 0.9952860225430249, 0.9999071445894134, 0.9857659505460381, 1.0, 0.9880504965443924, 0.9998414767838854, 0.9990473533181278, 1.0, 1.0, 0.9999997615814777, 0.9999996423722521, 0.9999998807907248, 0.979149181662373, 0.599848092772464, 0.9992560917758319, 0.5909703963217496, 1.0, 0.9999972581939645, 0.9984861913094438, 0.9999692449491795, 1.0, 0.9324520362604813, 0.9959108639360906]",0.9417457933940452,"Helicopter. The VS-300 was the first helicopter designed by Igor Sikorsky, considered the father of the modern helicopter.","['Hel', 'ic', 'opter', 'The', 'V', 'S', '-', '3', '0', '0', 'was', 'the', 'first', 'helic', 'opter', 'designed', 'by', 'I', 'gor', 'S', 'ik', 'ors', 'ky', ',', 'considered', 'the', 'father', 'of', 'the', 'modern', 'helic', 'opter']",0.93888342687588,"{1: '\n        The response correctly identifies the VS-300 as a helicopter, which is the same as the reference answer. The response also provides additional context about the VS-300 being the first helicopter designed by Igor Sikorsky, which is not necessary but does not detract from the accuracy of the response. Therefore, the response and reference answer are semantically equivalent, meeting the criteria for a score of 1. [RESULT] 1'}",1.0,0.0
At which university did Joseph Goebbels become a doctor of philosophy?,'Heidelberg romantics', Heidelberg University (Germany),"[' He', 'idel', 'berg', ' University', ' (', 'G', 'erm', 'any', ')', '']","[0.9984366338865001, 0.9999982118638471, 0.9999986886995842, 0.9998864064530681, 0.9999921322487635, 0.9999949932351058, 0.9999997615814777, 1.0, 1.0, 0.9954458213572938]",0.9993742975965004,Heidelberg University (Germany),"['He', 'idel', 'berg', 'University', '(', 'G', 'erm', 'any', ')']",0.999811750847558,"{0: ""\n        The response correctly identifies the university where Joseph Goebbels received his doctorate, which is Heidelberg University. The reference answer, however, does not mention the university directly but refers to the 'Heidelberg romantics', which is a literary movement associated with the university. Since the reference answer does not explicitly state the university, the response and reference answer are not semantically equivalent. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0,0.0
Which prince is Queen Elizabeth II's youngest son?,'Eadweard', Prince Edward,"[' Prince', ' Edward', '']","[0.9981140961006078, 0.999997854237364, 0.9999988079084972]",0.999369857852244,Prince Edward,"['Prince', 'Edward']",0.9990555311816626,"{0: ""\n        The response provided is Prince Edward, which is the correct name of Queen Elizabeth II's youngest son. However, the reference answer is 'Eadweard', which is the historical name of Prince Edward. Since the response and reference answer are not semantically equivalent, the score is 0. [RESULT] 0""}",0.0,0.0
When did the founder of Jehovah's Witnesses say the world would end?,"'one thousand, nine hundred and fourteen'", 1914 or 1975 (conflicting predictions),"[' ', '1', '9', '1', '4', ' or', ' ', '1', '9', '7', '5', ' (', 'conf', 'lic', 'ting', ' predictions', ')', '']","[0.983478685170034, 1.0, 1.0, 0.9999251421693931, 1.0, 0.9969532617470567, 0.9998583994165924, 1.0, 1.0, 0.9885918309619824, 1.0, 0.9999986886995842, 0.004282003242769226, 0.9999998807907248, 1.0, 0.958336080519222, 0.9993151351729161, 1.0]",0.7355697440790694,1914 or 1975 (conflicting predictions),"['1', '9', '1', '4', 'or', '1', '9', '7', '5', '(', 'conf', 'lic', 'ting', 'predictions', ')']",0.6925243770529708,"{0: ""\n        The response provided two conflicting predictions for when the founder of Jehovah's Witnesses said the world would end, which are 1914 and 1975. However, the reference answer clearly states the year as 'one thousand, nine hundred and fourteen'. Therefore, the response does not match the reference answer, and the semantic equivalence is not achieved. [RESULT] 0""}",0.0,0.0
Who found the remains of the Titanic?,'Bob Ballard', Ballard (Robert),"[' Ball', 'ard', ' (', 'R', 'ober', 't', ')', '']","[0.998238928610522, 1.0, 0.41191347270543016, 0.7496192350258392, 0.9999965429424904, 1.0, 0.9999992847447459, 0.9880712121628542]",0.8619031280857312,Ballard (Robert),"['Ball', 'ard', '(', 'R', 'ober', 't', ')']",0.8452453158966252,"{1: '\n        The response and reference answer are semantically equivalent. Both answers refer to the same person, Robert Ballard, who is known for discovering the remains of the Titanic. The difference in the names used in the response and reference answer is due to the use of a shortened version of the name in the response. This does not affect the semantic equivalence of the two answers. Therefore, the response meets the criteria for a score of 1. [RESULT] 1'}",1.0,0.0
Who was the only Spice Girl not to have a middle name?,'My Love Is For Real (Victoria Beckham song'," Geri Halliwell (known as Ginger Spice) is the only Spice Girl without a middle name. My guess is based on the information generally available and widely accepted, but I would recommend double-checking with a reliable source to confirm.","[' Ger', 'i', ' Hall', 'i', 'well', ' (', 'known', ' as', ' G', 'inger', ' Sp', 'ice', ')', ' is', ' the', ' only', ' Sp', 'ice', ' Girl', ' without', ' a', ' middle', ' name', '.', ' My', ' guess', ' is', ' based', ' on', ' the', ' information', ' generally', ' available', ' and', ' widely', ' accepted', ',', ' but', ' I', ' would', ' recommend', ' double', '-', 'check', 'ing', ' with', ' a', ' reliable', ' source', ' to', ' confirm', '.', '']","[0.962291970995776, 1.0, 0.9999876023871354, 0.9980730068673204, 0.9999961853172863, 0.9989668087765756, 0.44782368073807904, 0.9994470555870668, 0.9999998807907248, 0.9999982118638471, 0.9999997615814777, 1.0, 0.9999992847447459, 0.9937180435962554, 1.0, 0.9999643576942727, 0.9999985694905718, 1.0, 0.9999982118638471, 0.8800879054776658, 1.0, 0.9996582246165774, 1.0, 0.9998601870569847, 0.9473338395265519, 0.41078589892587564, 0.9999848606494246, 0.9482708711367963, 0.9999046416627282, 0.9460596744884913, 0.777085315535578, 0.5893020538200373, 0.37714025640986365, 0.8393375469101022, 0.9102491874390386, 0.956545012018846, 0.973756901883293, 0.998395161536205, 0.9998045349775787, 0.1123655410345662, 0.877084313215256, 0.5578342603831843, 0.9999994039539004, 0.9999903441405488, 1.0, 0.5033874292403184, 0.9677970090087352, 0.9931501521109894, 0.9999815229018084, 0.8626014859624748, 0.9797722301203428, 0.9999977350285647, 1.0]",0.8611039802248889,"Geri Halliwell (known as Ginger Spice) is the only Spice Girl without a middle name. My guess is based on the information generally available and widely accepted, but I would recommend double-checking with a reliable source to confirm.","['Ger', 'i', 'Hall', 'i', 'well', '(', 'known', 'as', 'G', 'inger', 'Sp', 'ice', ')', 'is', 'the', 'only', 'Sp', 'ice', 'Girl', 'without', 'a', 'middle', 'name', 'My', 'guess', 'is', 'based', 'on', 'the', 'information', 'generally', 'available', 'and', 'widely', 'accepted', ',', 'but', 'I', 'would', 'recommend', 'double', '-', 'check', 'ing', 'with', 'a', 'reliable', 'source', 'to', 'confirm']",0.8534147930027216,"{0: '\n        The response correctly identifies Geri Halliwell as the only Spice Girl without a middle name, which aligns with the reference answer. However, the response also includes a disclaimer about the need to double-check the information, which is not present in the reference answer. This additional statement does not detract from the accuracy of the response, but it does make the response and reference answer not semantically equivalent. Therefore, the response does not fully meet the criteria for a score of 1. [RESULT] 0'}",0.0,0.0
